incident_datetime,incident_no,District_no,incident_type_code,incident_type
4/08/2019,738061,7,758.00,"Simulated condition - caused by incense, candles, sparklers, smoke machine etc"
4/08/2019,738063,15,352.10,Vehicle accident-with injuries
4/08/2019,738059,8,331.00,Lock-in
4/08/2019,738068,11,151.00,Passenger vehicle fire including buses
4/08/2019,738066,8,331.00,Lock-in
4/08/2019,738064,7,412.00,"Odour or gas, gas leak, (domestic or LPG)"
4/08/2019,738069,8,321.00,"EMS call, excluding vehicle accident with injury"
4/08/2019,738065,8,181.00,"Abandoned outside rubbish, refuse or waste fire"
4/08/2019,738067,8,111.00,Fire damaging structure and contents
4/08/2019,738074,13,352.00,Vehicle accident-no injuries
4/08/2019,738072,12,121.00,"Foodstuffs burnt, confined to cooking equipment"
4/08/2019,738070,2,181.00,"Abandoned outside rubbish, refuse or waste fire"
4/08/2019,738071,23,181.00,"Abandoned outside rubbish, refuse or waste fire"
4/08/2019,738077,13,312.00,Medical assistance with CPR/EAR
4/08/2019,738076,8,301.30,Animal Rescue
4/08/2019,738075,7,181.00,"Abandoned outside rubbish, refuse or waste fire"
4/08/2019,738073,7,113.00,Fire damaging contents only
4/08/2019,738078,24,624.00,Controlled burning
4/08/2019,738079,2,172.30,Scrub or bush and grass mixture fire (one hectare or less)
4/08/2019,1079911,15,359.00,"Extrication, rescue not classified"
4/08/2019,738080,15,184.00,Dumpster or other outside trash receptacle fire
4/08/2019,738093,8,624.00,Controlled burning
4/08/2019,738083,12,352.10,Vehicle accident-with injuries
4/08/2019,738082,7,321.00,"EMS call, excluding vehicle accident with injury"
4/08/2019,738081,2,141.00,"Outside storage fire, not rubbish"
4/08/2019,738100,13,352.00,Vehicle accident-no injuries
4/08/2019,738087,24,624.00,Controlled burning
4/08/2019,738084,20,624.00,Controlled burning
4/08/2019,738089,7,756.00,Cooking fumes - toast or foodstuffs etc
4/08/2019,738085,14,600.00,Good intent call; insuff info to classify
4/08/2019,738090,8,151.00,Passenger vehicle fire including buses
4/08/2019,738092,8,352.00,Vehicle accident-no injuries
4/08/2019,738096,14,352.10,Vehicle accident-with injuries
4/08/2019,738086,22,414.30,Minor fuel or other flammable liquid spill/leak - 200 litres or less
4/08/2019,738088,8,321.00,"EMS call, excluding vehicle accident with injury"
4/08/2019,738091,12,514.00,Unauthorised burning
4/08/2019,738097,15,738.00,"Alarm system malfunction - flat battery, fault in wiring, alarm panel, inadequate maintenance"
4/08/2019,738095,22,513.00,Smoke or odour removal
4/08/2019,738094,8,321.00,"EMS call, excluding vehicle accident with injury"
4/08/2019,738098,9,624.00,Controlled burning
4/08/2019,738099,18,181.00,"Abandoned outside rubbish, refuse or waste fire"
4/08/2019,738102,14,767.00,"Alarm activation due to aerosol, hair spray or insecticides"
4/08/2019,738101,7,756.00,Cooking fumes - toast or foodstuffs etc
4/08/2019,738113,2,521.00,Assist police or other governmental agency
4/08/2019,738117,8,151.00,Passenger vehicle fire including buses
4/08/2019,738108,14,414.30,Minor fuel or other flammable liquid spill/leak - 200 litres or less
4/08/2019,738104,8,621.00,"Smoke scare, odour of smoke"
4/08/2019,738103,7,181.00,"Abandoned outside rubbish, refuse or waste fire"
4/08/2019,738116,8,151.00,Passenger vehicle fire including buses
4/08/2019,738105,7,321.00,"EMS call, excluding vehicle accident with injury"
4/08/2019,738107,16,113.00,Fire damaging contents only
4/08/2019,738106,7,321.00,"EMS call, excluding vehicle accident with injury"
4/08/2019,738110,7,732.00,Smoke detector malfunction - monitored by fire service
4/08/2019,738109,2,624.00,Controlled burning
4/08/2019,738112,23,352.10,Vehicle accident-with injuries
4/08/2019,738111,7,701.00,Manual control point or break glass alarm activated
4/08/2019,738121,2,151.00,Passenger vehicle fire including buses
4/08/2019,738115,9,112.00,Fire damaging structure only
4/08/2019,738114,13,181.00,"Abandoned outside rubbish, refuse or waste fire"
4/08/2019,738122,27,522.00,Police matter
4/08/2019,738118,18,624.00,Controlled burning
4/08/2019,738120,8,711.00,"Malicious, mischievous false alarm"
4/08/2019,738119,8,509.00,Other service call not classified (Public Service)
4/08/2019,738123,14,184.00,Dumpster or other outside trash receptacle fire
5/08/2019,738124,7,152.00,Road or transport vehicle fire
5/08/2019,738125,2,151.00,Passenger vehicle fire including buses
5/08/2019,738237,2,111.00,Fire damaging structure and contents
5/08/2019,738126,7,732.00,Smoke detector malfunction - monitored by fire service
5/08/2019,738127,16,621.00,"Smoke scare, odour of smoke"
5/08/2019,738128,18,738.00,"Alarm system malfunction - flat battery, fault in wiring, alarm panel, inadequate maintenance"
5/08/2019,738129,,523.00,"Mutual aid given, coverage assignment, standby at fire station or move up"
5/08/2019,738130,5,760.00,Unintentional alarm - not involving a malfunction; insuff info to classify
5/08/2019,738131,27,321.00,"EMS call, excluding vehicle accident with injury"
5/08/2019,738132,2,126.00,Refuse can or wastebasket fire - confined to rubbish within non-combustible rubbish bin
5/08/2019,738133,5,121.00,"Foodstuffs burnt, confined to cooking equipment"
5/08/2019,738134,11,181.00,"Abandoned outside rubbish, refuse or waste fire"
5/08/2019,738136,24,151.00,Passenger vehicle fire including buses
5/08/2019,738135,7,321.00,"EMS call, excluding vehicle accident with injury"
5/08/2019,738137,7,624.00,Controlled burning
5/08/2019,738138,13,735.00,Smoke detector malfunction - privately monitored
5/08/2019,738140,8,742.00,Smoke detector malfunction - local
5/08/2019,738139,8,321.00,"EMS call, excluding vehicle accident with injury"
5/08/2019,738142,8,321.00,"EMS call, excluding vehicle accident with injury"
5/08/2019,738141,24,151.00,Passenger vehicle fire including buses
5/08/2019,738144,7,700.00,False alarm or false call; insuff info to classify
5/08/2019,738143,11,621.00,"Smoke scare, odour of smoke"
5/08/2019,738145,16,756.00,Cooking fumes - toast or foodstuffs etc
5/08/2019,738146,8,414.30,Minor fuel or other flammable liquid spill/leak - 200 litres or less
5/08/2019,738147,23,414.30,Minor fuel or other flammable liquid spill/leak - 200 litres or less
5/08/2019,738166,,523.00,"Mutual aid given, coverage assignment, standby at fire station or move up"
5/08/2019,738148,8,414.30,Minor fuel or other flammable liquid spill/leak - 200 litres or less
5/08/2019,738149,8,352.00,Vehicle accident-no injuries
5/08/2019,738150,13,764.00,Incorrect test by service or company personnel
5/08/2019,738156,5,122.00,Chimney or flue fire - confined
5/08/2019,738151,22,762.00,Accidental operation of alarm
5/08/2019,738161,8,352.00,Vehicle accident-no injuries
5/08/2019,738162,13,111.00,Fire damaging structure and contents
5/08/2019,738152,8,119.00,Building fire not classified
5/08/2019,738158,12,471.00,"Known biological hazard (eg medical waste, blood)"
5/08/2019,738153,2,321.00,"EMS call, excluding vehicle accident with injury"
5/08/2019,738169,27,111.00,Fire damaging structure and contents
5/08/2019,738157,14,625.00,"Barbecue, hangi"
5/08/2019,738160,14,756.00,Cooking fumes - toast or foodstuffs etc
5/08/2019,738154,8,625.00,"Barbecue, hangi"
5/08/2019,738155,14,625.00,"Barbecue, hangi"
5/08/2019,738159,12,184.00,Dumpster or other outside trash receptacle fire
5/08/2019,738165,22,179.00,Vegetation or other outside fire (One hectare or less) not classified
5/08/2019,738167,7,352.10,Vehicle accident-with injuries
5/08/2019,738164,18,196.00,Vapour explosion
5/08/2019,738163,7,321.00,"EMS call, excluding vehicle accident with injury"
5/08/2019,738177,2,151.00,Passenger vehicle fire including buses
5/08/2019,738168,2,331.00,Lock-in
5/08/2019,738170,15,121.00,"Foodstuffs burnt, confined to cooking equipment"
5/08/2019,738171,14,514.00,Unauthorised burning
5/08/2019,738174,15,352.10,Vehicle accident-with injuries
5/08/2019,738172,27,412.00,"Odour or gas, gas leak, (domestic or LPG)"
5/08/2019,738175,18,321.00,"EMS call, excluding vehicle accident with injury"
5/08/2019,738173,8,321.00,"EMS call, excluding vehicle accident with injury"
5/08/2019,738179,15,309.00,Other Rescue Calls
5/08/2019,738182,14,765.00,Alarm activation due to workmen or occupier activities
5/08/2019,738191,10,157.00,Off-road vehicles or mobile equipment fire
5/08/2019,738176,9,184.00,Dumpster or other outside trash receptacle fire
5/08/2019,738180,14,756.00,Cooking fumes - toast or foodstuffs etc
5/08/2019,738178,8,321.00,"EMS call, excluding vehicle accident with injury"
5/08/2019,738181,13,765.00,Alarm activation due to workmen or occupier activities
5/08/2019,738189,10,172.30,Scrub or bush and grass mixture fire (one hectare or less)
5/08/2019,738183,15,321.00,"EMS call, excluding vehicle accident with injury"
5/08/2019,738184,8,352.00,Vehicle accident-no injuries
5/08/2019,738185,14,621.00,"Smoke scare, odour of smoke"
5/08/2019,738187,8,352.00,Vehicle accident-no injuries
5/08/2019,738188,8,751.00,Smoke detector operated-no fire-smoke from other location
5/08/2019,738192,8,321.00,"EMS call, excluding vehicle accident with injury"
5/08/2019,738190,22,179.00,Vegetation or other outside fire (One hectare or less) not classified
5/08/2019,738194,5,352.10,Vehicle accident-with injuries
5/08/2019,738200,4,352.10,Vehicle accident-with injuries
5/08/2019,738193,10,624.00,Controlled burning
5/08/2019,738195,14,352.00,Vehicle accident-no injuries
5/08/2019,738198,27,624.00,Controlled burning
5/08/2019,738196,14,609.00,Good intent call not classified
5/08/2019,738197,8,331.00,Lock-in
5/08/2019,738202,17,331.00,Lock-in
5/08/2019,738201,8,624.00,Controlled burning
5/08/2019,738211,13,301.30,Animal Rescue
5/08/2019,738199,18,111.00,Fire damaging structure and contents
5/08/2019,738204,14,129.00,Fire in building confined within non-combustible container with no other flame damage not classified
5/08/2019,738203,14,321.00,"EMS call, excluding vehicle accident with injury"
5/08/2019,738206,18,181.00,"Abandoned outside rubbish, refuse or waste fire"
5/08/2019,738205,14,331.00,Lock-in
5/08/2019,738208,12,129.00,Fire in building confined within non-combustible container with no other flame damage not classified
5/08/2019,738207,8,769.00,Unintentional alarm - not involving a malfunction not classified
5/08/2019,738209,8,711.00,"Malicious, mischievous false alarm"
5/08/2019,738210,27,112.00,Fire damaging structure only
5/08/2019,738213,15,113.00,Fire damaging contents only
5/08/2019,738212,22,321.00,"EMS call, excluding vehicle accident with injury"
5/08/2019,738214,,523.00,"Mutual aid given, coverage assignment, standby at fire station or move up"
5/08/2019,738215,7,184.00,Dumpster or other outside trash receptacle fire
5/08/2019,738217,14,173.20,Small grass fire (One hectare or less)
5/08/2019,738216,14,321.00,"EMS call, excluding vehicle accident with injury"
5/08/2019,738219,15,181.00,"Abandoned outside rubbish, refuse or waste fire"
5/08/2019,738218,8,352.00,Vehicle accident-no injuries
5/08/2019,738221,10,151.00,Passenger vehicle fire including buses
5/08/2019,738220,13,352.00,Vehicle accident-no injuries
6/08/2019,738222,7,921.00,Dispatched and cancelled en-route
6/08/2019,738271,15,112.00,Fire damaging structure only
6/08/2019,738223,14,321.00,"EMS call, excluding vehicle accident with injury"
6/08/2019,738227,12,173.20,Small grass fire (One hectare or less)
6/08/2019,738224,15,321.00,"EMS call, excluding vehicle accident with injury"
6/08/2019,738225,14,732.00,Smoke detector malfunction - monitored by fire service
6/08/2019,738226,,742.00,Smoke detector malfunction - local
6/08/2019,738228,7,609.00,Good intent call not classified
6/08/2019,738229,20,600.00,Good intent call; insuff info to classify
6/08/2019,738231,14,413.00,Oil or other combustible liquid spill
6/08/2019,738232,22,521.00,Assist police or other governmental agency
6/08/2019,738230,14,321.00,"EMS call, excluding vehicle accident with injury"
6/08/2019,738233,13,751.00,Smoke detector operated-no fire-smoke from other location
6/08/2019,738242,14,435.00,Power line down
6/08/2019,738234,27,321.00,"EMS call, excluding vehicle accident with injury"
6/08/2019,738235,23,621.00,"Smoke scare, odour of smoke"
6/08/2019,738238,7,609.00,Good intent call not classified
6/08/2019,738240,13,352.00,Vehicle accident-no injuries
6/08/2019,738239,13,756.00,Cooking fumes - toast or foodstuffs etc
6/08/2019,738236,8,221.00,Overpressure rupture of boiler; steam
6/08/2019,738266,7,111.00,Fire damaging structure and contents
6/08/2019,738249,7,111.00,Fire damaging structure and contents
6/08/2019,738274,18,113.00,Fire damaging contents only
6/08/2019,738241,7,414.30,Minor fuel or other flammable liquid spill/leak - 200 litres or less
6/08/2019,738244,14,151.00,Passenger vehicle fire including buses
6/08/2019,738245,8,700.00,False alarm or false call; insuff info to classify
6/08/2019,738251,13,352.10,Vehicle accident-with injuries
6/08/2019,738246,11,756.00,Cooking fumes - toast or foodstuffs etc
6/08/2019,738243,5,111.00,Fire damaging structure and contents
6/08/2019,738247,14,414.30,Minor fuel or other flammable liquid spill/leak - 200 litres or less
6/08/2019,738253,7,765.00,Alarm activation due to workmen or occupier activities
6/08/2019,738252,18,321.00,"EMS call, excluding vehicle accident with injury"
6/08/2019,738250,13,321.00,"EMS call, excluding vehicle accident with injury"
6/08/2019,738248,5,331.00,Lock-in
6/08/2019,738259,8,414.30,Minor fuel or other flammable liquid spill/leak - 200 litres or less
6/08/2019,738254,18,181.00,"Abandoned outside rubbish, refuse or waste fire"
6/08/2019,738255,8,745.00,False alarm generated from private security firm - domestic premises
6/08/2019,738256,18,111.00,Fire damaging structure and contents
6/08/2019,738258,8,321.00,"EMS call, excluding vehicle accident with injury"
6/08/2019,738260,2,352.00,Vehicle accident-no injuries
6/08/2019,738257,8,321.00,"EMS call, excluding vehicle accident with injury"
6/08/2019,738264,12,172.30,Scrub or bush and grass mixture fire (one hectare or less)
6/08/2019,738273,8,111.00,Fire damaging structure and contents
6/08/2019,738261,15,511.00,Water removal
6/08/2019,738265,13,151.00,Passenger vehicle fire including buses
6/08/2019,738262,13,624.00,Controlled burning
6/08/2019,738269,24,122.00,Chimney or flue fire - confined
6/08/2019,738263,14,711.00,"Malicious, mischievous false alarm"
6/08/2019,738267,22,764.00,Incorrect test by service or company personnel
6/08/2019,738270,13,765.00,Alarm activation due to workmen or occupier activities
6/08/2019,738268,15,621.00,"Smoke scare, odour of smoke"
6/08/2019,738272,8,331.00,Lock-in
6/08/2019,738275,14,352.00,Vehicle accident-no injuries
6/08/2019,738276,2,733.00,Heat detector malfunction - monitored by fire service
6/08/2019,738284,23,111.00,Fire damaging structure and contents
6/08/2019,738277,11,735.00,Smoke detector malfunction - privately monitored
6/08/2019,738280,22,412.00,"Odour or gas, gas leak, (domestic or LPG)"
6/08/2019,738278,27,624.00,Controlled burning
6/08/2019,738286,8,521.00,Assist police or other governmental agency
6/08/2019,738279,8,331.00,Lock-in
6/08/2019,738291,24,520.00,"Assist other agencies, insufficient info to classify further"
6/08/2019,738300,24,352.10,Vehicle accident-with injuries
6/08/2019,738281,8,331.00,Lock-in
6/08/2019,738282,15,711.00,"Malicious, mischievous false alarm"
6/08/2019,738283,22,331.00,Lock-in
6/08/2019,738289,14,742.00,Smoke detector malfunction - local
6/08/2019,738285,5,414.30,Minor fuel or other flammable liquid spill/leak - 200 litres or less
6/08/2019,738296,6,184.00,Dumpster or other outside trash receptacle fire
6/08/2019,738287,16,352.00,Vehicle accident-no injuries
6/08/2019,738288,6,700.00,False alarm or false call; insuff info to classify
6/08/2019,738290,14,621.00,"Smoke scare, odour of smoke"
6/08/2019,738297,12,352.10,Vehicle accident-with injuries
6/08/2019,738295,13,352.10,Vehicle accident-with injuries
6/08/2019,738293,2,609.00,Good intent call not classified
6/08/2019,738292,8,321.00,"EMS call, excluding vehicle accident with injury"
6/08/2019,738308,12,352.10,Vehicle accident-with injuries
6/08/2019,738298,14,320.00,EMS; insuff info to classify
6/08/2019,738302,8,112.00,Fire damaging structure only
6/08/2019,738299,18,113.00,Fire damaging contents only
6/08/2019,738294,8,310.00,Medical assistance; insuff info to classify
6/08/2019,738301,9,529.00,"Assist other agencies, not classified"
6/08/2019,738303,8,751.00,Smoke detector operated-no fire-smoke from other location
6/08/2019,738304,13,331.00,Lock-in
6/08/2019,738305,8,414.30,Minor fuel or other flammable liquid spill/leak - 200 litres or less
6/08/2019,738318,9,181.00,"Abandoned outside rubbish, refuse or waste fire"
6/08/2019,738306,2,412.00,"Odour or gas, gas leak, (domestic or LPG)"
6/08/2019,738309,14,329.00,EMS not classified
6/08/2019,738307,14,921.00,Dispatched and cancelled en-route
6/08/2019,738313,2,352.00,Vehicle accident-no injuries
6/08/2019,738314,18,331.00,Lock-in
6/08/2019,738310,18,751.00,Smoke detector operated-no fire-smoke from other location
6/08/2019,738315,20,157.00,Off-road vehicles or mobile equipment fire
6/08/2019,738312,13,412.00,"Odour or gas, gas leak, (domestic or LPG)"
6/08/2019,738316,8,321.00,"EMS call, excluding vehicle accident with injury"
6/08/2019,738311,5,110.00,Building fire; insuff info to classify
6/08/2019,738317,14,414.30,Minor fuel or other flammable liquid spill/leak - 200 litres or less
6/08/2019,738321,6,414.30,Minor fuel or other flammable liquid spill/leak - 200 litres or less
6/08/2019,738324,8,701.00,Manual control point or break glass alarm activated
6/08/2019,738325,14,414.30,Minor fuel or other flammable liquid spill/leak - 200 litres or less
6/08/2019,738319,24,752.00,Heat detector operated-no fire-heat from other location
6/08/2019,738320,,100.00,Fire or Explosion; insuff info to classify
6/08/2019,738322,14,151.00,Passenger vehicle fire including buses
6/08/2019,738323,8,621.00,"Smoke scare, odour of smoke"
6/08/2019,738326,14,609.00,Good intent call not classified
6/08/2019,738327,7,756.00,Cooking fumes - toast or foodstuffs etc
6/08/2019,738331,10,624.00,Controlled burning
6/08/2019,738330,27,624.00,Controlled burning
6/08/2019,738328,8,711.00,"Malicious, mischievous false alarm"
6/08/2019,738329,18,321.00,"EMS call, excluding vehicle accident with injury"
6/08/2019,738332,7,352.00,Vehicle accident-no injuries
6/08/2019,738333,7,151.00,Passenger vehicle fire including buses
6/08/2019,738338,8,352.00,Vehicle accident-no injuries
6/08/2019,738334,10,111.00,Fire damaging structure and contents
6/08/2019,738336,8,414.30,Minor fuel or other flammable liquid spill/leak - 200 litres or less
6/08/2019,738335,8,100.00,Fire or Explosion; insuff info to classify
7/08/2019,738339,2,709.00,False alarm or false call not classified
7/08/2019,738337,14,609.00,Good intent call not classified
7/08/2019,738340,14,172.30,Scrub or bush and grass mixture fire (one hectare or less)
7/08/2019,738341,2,352.00,Vehicle accident-no injuries
7/08/2019,738342,7,312.00,Medical assistance with CPR/EAR
7/08/2019,738343,18,151.00,Passenger vehicle fire including buses
7/08/2019,738356,14,413.00,Oil or other combustible liquid spill
7/08/2019,738344,11,621.00,"Smoke scare, odour of smoke"
7/08/2019,738345,18,321.00,"EMS call, excluding vehicle accident with injury"
7/08/2019,738347,22,412.00,"Odour or gas, gas leak, (domestic or LPG)"
7/08/2019,738346,15,700.00,False alarm or false call; insuff info to classify
7/08/2019,738349,8,151.00,Passenger vehicle fire including buses
7/08/2019,738348,10,413.00,Oil or other combustible liquid spill
7/08/2019,738350,7,181.00,"Abandoned outside rubbish, refuse or waste fire"
7/08/2019,738352,5,700.00,False alarm or false call; insuff info to classify
7/08/2019,738353,5,768.00,"Alarm activation due to steam, sauna, steam room"
7/08/2019,738351,8,624.00,Controlled burning
7/08/2019,738354,14,321.00,"EMS call, excluding vehicle accident with injury"
7/08/2019,738363,14,352.10,Vehicle accident-with injuries
7/08/2019,738358,7,321.00,"EMS call, excluding vehicle accident with injury"
7/08/2019,738355,8,762.00,Accidental operation of alarm
7/08/2019,738362,6,600.00,Good intent call; insuff info to classify
7/08/2019,738357,14,331.00,Lock-in
7/08/2019,738361,8,321.00,"EMS call, excluding vehicle accident with injury"
7/08/2019,738360,8,321.00,"EMS call, excluding vehicle accident with injury"
7/08/2019,738359,6,624.00,Controlled burning
7/08/2019,738364,8,321.00,"EMS call, excluding vehicle accident with injury"
7/08/2019,738365,22,732.00,Smoke detector malfunction - monitored by fire service
7/08/2019,738366,8,352.00,Vehicle accident-no injuries
7/08/2019,738367,8,113.00,Fire damaging contents only
7/08/2019,738369,8,321.00,"EMS call, excluding vehicle accident with injury"
7/08/2019,738368,11,921.00,Dispatched and cancelled en-route
7/08/2019,738378,7,212.00,Overpressure rupture of pipe or pipeline; air or gas
7/08/2019,738371,22,621.00,"Smoke scare, odour of smoke"
7/08/2019,738370,,523.00,"Mutual aid given, coverage assignment, standby at fire station or move up"
7/08/2019,738374,8,621.00,"Smoke scare, odour of smoke"
7/08/2019,738373,14,320.00,EMS; insuff info to classify
7/08/2019,738372,22,181.00,"Abandoned outside rubbish, refuse or waste fire"
7/08/2019,738377,8,352.10,Vehicle accident-with injuries
7/08/2019,738375,22,624.00,Controlled burning
7/08/2019,738376,2,331.00,Lock-in
7/08/2019,738379,2,321.00,"EMS call, excluding vehicle accident with injury"
7/08/2019,738380,14,412.00,"Odour or gas, gas leak, (domestic or LPG)"
7/08/2019,738381,14,352.10,Vehicle accident-with injuries
7/08/2019,738386,18,321.00,"EMS call, excluding vehicle accident with injury"
7/08/2019,738383,9,121.00,"Foodstuffs burnt, confined to cooking equipment"
7/08/2019,738382,13,121.00,"Foodstuffs burnt, confined to cooking equipment"
7/08/2019,738384,8,331.00,Lock-in
7/08/2019,738385,8,413.00,Oil or other combustible liquid spill
7/08/2019,738390,24,352.00,Vehicle accident-no injuries
7/08/2019,738389,8,321.00,"EMS call, excluding vehicle accident with injury"
7/08/2019,738387,8,414.30,Minor fuel or other flammable liquid spill/leak - 200 litres or less
7/08/2019,738388,10,624.00,Controlled burning
7/08/2019,738394,14,414.30,Minor fuel or other flammable liquid spill/leak - 200 litres or less
7/08/2019,738391,27,181.00,"Abandoned outside rubbish, refuse or waste fire"
7/08/2019,738392,15,509.00,Other service call not classified (Public Service)
7/08/2019,738393,14,609.00,Good intent call not classified
7/08/2019,738395,15,352.10,Vehicle accident-with injuries
7/08/2019,738471,2,111.00,Fire damaging structure and contents
7/08/2019,738396,27,180.00,Outside refuse fire; insuff info to classify
7/08/2019,738397,7,509.00,Other service call not classified (Public Service)
7/08/2019,738398,5,624.00,Controlled burning
7/08/2019,738518,22,151.00,Passenger vehicle fire including buses
7/08/2019,738402,7,621.00,"Smoke scare, odour of smoke"
7/08/2019,738411,14,151.00,Passenger vehicle fire including buses
7/08/2019,738401,7,414.30,Minor fuel or other flammable liquid spill/leak - 200 litres or less
7/08/2019,738400,15,529.00,"Assist other agencies, not classified"
7/08/2019,738399,8,184.00,Dumpster or other outside trash receptacle fire
7/08/2019,738412,14,181.00,"Abandoned outside rubbish, refuse or waste fire"
7/08/2019,738407,8,756.00,Cooking fumes - toast or foodstuffs etc
7/08/2019,738408,8,321.00,"EMS call, excluding vehicle accident with injury"
7/08/2019,738404,14,700.00,False alarm or false call; insuff info to classify
7/08/2019,738406,14,352.00,Vehicle accident-no injuries
7/08/2019,738409,8,414.30,Minor fuel or other flammable liquid spill/leak - 200 litres or less
7/08/2019,738405,12,624.00,Controlled burning
7/08/2019,738403,8,321.00,"EMS call, excluding vehicle accident with injury"
7/08/2019,738410,14,352.00,Vehicle accident-no injuries
7/08/2019,738416,2,701.00,Manual control point or break glass alarm activated
7/08/2019,738417,9,624.00,Controlled burning
7/08/2019,738413,14,181.00,"Abandoned outside rubbish, refuse or waste fire"
7/08/2019,738414,27,172.30,Scrub or bush and grass mixture fire (one hectare or less)
7/08/2019,738415,13,321.00,"EMS call, excluding vehicle accident with injury"
7/08/2019,738424,8,151.00,Passenger vehicle fire including buses
7/08/2019,738418,20,609.00,Good intent call not classified
7/08/2019,738419,8,180.00,Outside refuse fire; insuff info to classify
7/08/2019,738423,13,321.00,"EMS call, excluding vehicle accident with injury"
7/08/2019,738421,8,414.30,Minor fuel or other flammable liquid spill/leak - 200 litres or less
7/08/2019,738420,22,624.00,Controlled burning
7/08/2019,738422,8,179.00,Vegetation or other outside fire (One hectare or less) not classified
7/08/2019,738425,5,331.00,Lock-in
7/08/2019,738429,14,321.00,"EMS call, excluding vehicle accident with injury"
7/08/2019,738427,8,151.00,Passenger vehicle fire including buses
7/08/2019,738430,13,352.10,Vehicle accident-with injuries
7/08/2019,738426,8,352.00,Vehicle accident-no injuries
7/08/2019,738428,9,756.00,Cooking fumes - toast or foodstuffs etc
7/08/2019,738432,16,702.00,"Alarm operated due to extreme weather - storm, lightning, heavy rain, thunder flash flooding"
7/08/2019,738431,4,321.00,"EMS call, excluding vehicle accident with injury"
7/08/2019,738433,14,321.00,"EMS call, excluding vehicle accident with injury"
8/08/2019,738435,14,321.00,"EMS call, excluding vehicle accident with injury"
8/08/2019,738434,8,321.00,"EMS call, excluding vehicle accident with injury"
8/08/2019,738436,15,732.00,Smoke detector malfunction - monitored by fire service
8/08/2019,738437,8,735.00,Smoke detector malfunction - privately monitored
8/08/2019,738438,8,151.00,Passenger vehicle fire including buses
8/08/2019,738444,12,151.00,Passenger vehicle fire including buses
8/08/2019,738439,22,181.00,"Abandoned outside rubbish, refuse or waste fire"
8/08/2019,738440,8,321.00,"EMS call, excluding vehicle accident with injury"
8/08/2019,738452,5,624.00,Controlled burning
8/08/2019,738445,8,151.00,Passenger vehicle fire including buses
8/08/2019,738441,8,413.00,Oil or other combustible liquid spill
8/08/2019,738442,,523.00,"Mutual aid given, coverage assignment, standby at fire station or move up"
8/08/2019,738443,8,735.00,Smoke detector malfunction - privately monitored
8/08/2019,738446,14,352.00,Vehicle accident-no injuries
8/08/2019,738449,7,700.00,False alarm or false call; insuff info to classify
8/08/2019,738447,14,414.30,Minor fuel or other flammable liquid spill/leak - 200 litres or less
8/08/2019,738450,8,350.00,"Extrication, rescue; insuff info to classify"
8/08/2019,738456,8,352.10,Vehicle accident-with injuries
8/08/2019,738455,14,413.00,Oil or other combustible liquid spill
8/08/2019,738448,8,321.00,"EMS call, excluding vehicle accident with injury"
8/08/2019,738453,14,768.00,"Alarm activation due to steam, sauna, steam room"
8/08/2019,738451,23,779.00,Fire indicator panel not classified
8/08/2019,738462,8,113.00,Fire damaging contents only
8/08/2019,738464,24,433.00,Overheated motor
8/08/2019,738454,7,412.00,"Odour or gas, gas leak, (domestic or LPG)"
8/08/2019,738458,8,709.00,False alarm or false call not classified
8/08/2019,738457,23,752.00,Heat detector operated-no fire-heat from other location
8/08/2019,738460,7,711.00,"Malicious, mischievous false alarm"
8/08/2019,738459,15,509.00,Other service call not classified (Public Service)
8/08/2019,738474,2,352.10,Vehicle accident-with injuries
8/08/2019,738467,2,331.00,Lock-in
8/08/2019,738461,24,332.30,Lock-out
8/08/2019,738468,27,352.00,Vehicle accident-no injuries
8/08/2019,738463,8,625.00,"Barbecue, hangi"
8/08/2019,738466,8,352.00,Vehicle accident-no injuries
8/08/2019,738469,13,331.00,Lock-in
8/08/2019,738470,10,765.00,Alarm activation due to workmen or occupier activities
8/08/2019,738465,8,414.30,Minor fuel or other flammable liquid spill/leak - 200 litres or less
8/08/2019,738472,14,350.00,"Extrication, rescue; insuff info to classify"
8/08/2019,738473,7,764.00,Incorrect test by service or company personnel
8/08/2019,738475,14,414.30,Minor fuel or other flammable liquid spill/leak - 200 litres or less
8/08/2019,738476,8,625.00,"Barbecue, hangi"
8/08/2019,738482,14,447.00,Carbon monoxide incident
8/08/2019,738477,,523.00,"Mutual aid given, coverage assignment, standby at fire station or move up"
8/08/2019,738478,22,352.00,Vehicle accident-no injuries
8/08/2019,738480,15,436.00,"Arcing, shorted electrical equipment"
8/08/2019,738483,14,412.00,"Odour or gas, gas leak, (domestic or LPG)"
8/08/2019,738479,7,321.00,"EMS call, excluding vehicle accident with injury"
8/08/2019,738481,15,129.00,Fire in building confined within non-combustible container with no other flame damage not classified
8/08/2019,738484,24,412.00,"Odour or gas, gas leak, (domestic or LPG)"
8/08/2019,738485,15,768.00,"Alarm activation due to steam, sauna, steam room"
8/08/2019,738486,13,321.00,"EMS call, excluding vehicle accident with injury"
8/08/2019,738488,7,756.00,Cooking fumes - toast or foodstuffs etc
8/08/2019,738487,7,120.00,Fire in building confined within non-combustible container with no other flame damage; insuff info to classify
8/08/2019,738492,18,111.00,Fire damaging structure and contents
8/08/2019,738489,8,321.00,"EMS call, excluding vehicle accident with injury"
