incident_datetime,incident_no,District_no,incident_type_code,incident_type
15/09/2021,819874,15,523.53,Mutual Aid Given - FRV
15/09/2021,819875,15,624,Controlled burning
15/09/2021,819878,20,412,"Odour or gas, gas leak, (domestic or LPG)"
15/09/2021,819879,8,331,Lock-in
15/09/2021,819880,24,624,Controlled burning
15/09/2021,819881,13,179,Vegetation or other outside fire (One hectare or less) not classified
15/09/2021,819884,12,624,Controlled burning
15/09/2021,819886,8,523.53,Mutual Aid Given - FRV
15/09/2021,819883,22,414.3,Minor fuel or other flammable liquid spill/leak - 200 litres or less
15/09/2021,819882,22,624,Controlled burning
15/09/2021,819885,15,111,Fire damaging structure and contents
15/09/2021,819887,5,621,"Smoke scare, odour of smoke"
15/09/2021,819888,24,624,Controlled burning
15/09/2021,819889,8,624,Controlled burning
15/09/2021,819894,15,352.1,Vehicle accident-with injuries
15/09/2021,819890,8,523.53,Mutual Aid Given - FRV
15/09/2021,819897,15,352,Vehicle accident-no injuries
15/09/2021,819891,8,523.53,Mutual Aid Given - FRV
15/09/2021,819895,9,122,Chimney or flue fire - confined
15/09/2021,819892,2,624,Controlled burning
15/09/2021,819893,20,431,"Excessive heat, overheat, scorch burns with no ignition"
15/09/2021,819896,15,624,Controlled burning
15/09/2021,819898,13,514,Unauthorised burning
15/09/2021,819899,2,624,Controlled burning
15/09/2021,819900,,523.53,Mutual Aid Given - FRV
15/09/2021,819903,9,352.1,Vehicle accident-with injuries
15/09/2021,819901,23,523.53,Mutual Aid Given - FRV
15/09/2021,819902,15,700,False alarm or false call; insuff info to classify
15/09/2021,819904,2,332.3,Lock-out
15/09/2021,819905,2,151,Passenger vehicle fire including buses
16/09/2021,819907,7,523.53,Mutual Aid Given - FRV
16/09/2021,819906,7,523.53,Mutual Aid Given - FRV
16/09/2021,819908,13,,
16/09/2021,819909,10,621,"Smoke scare, odour of smoke"
16/09/2021,819910,13,523.53,Mutual Aid Given - FRV
16/09/2021,819912,20,151,Passenger vehicle fire including buses
16/09/2021,819913,5,760,Unintentional alarm - not involving a malfunction; insuff info to classify
16/09/2021,819911,8,732,Smoke detector malfunction - monitored by fire service
16/09/2021,819914,15,921,Dispatched and cancelled en-route
16/09/2021,819915,9,609,Good intent call not classified
16/09/2021,819916,14,513,Smoke or odour removal
16/09/2021,819917,13,414.3,Minor fuel or other flammable liquid spill/leak - 200 litres or less
16/09/2021,819918,14,523.53,Mutual Aid Given - FRV
16/09/2021,819919,13,331,Lock-in
16/09/2021,819920,8,523.53,Mutual Aid Given - FRV
16/09/2021,819927,22,523.53,Mutual Aid Given - FRV
16/09/2021,819922,13,352,Vehicle accident-no injuries
16/09/2021,819921,5,121,"Foodstuffs burnt, confined to cooking equipment"
16/09/2021,819925,5,523.53,Mutual Aid Given - FRV
16/09/2021,819924,8,624,Controlled burning
16/09/2021,819930,17,700,False alarm or false call; insuff info to classify
16/09/2021,819932,8,624,Controlled burning
16/09/2021,819931,7,765,Alarm activation due to workmen or occupier activities
16/09/2021,819929,8,600,Good intent call; insuff info to classify
16/09/2021,819933,20,600,Good intent call; insuff info to classify
16/09/2021,819935,4,756,Cooking fumes - toast or foodstuffs etc
16/09/2021,819936,2,172.3,Scrub or bush and grass mixture fire (one hectare or less)
16/09/2021,819934,8,514,Unauthorised burning
16/09/2021,819937,7,751,Smoke detector operated-no fire-smoke from other location
16/09/2021,819942,14,523.53,Mutual Aid Given - FRV
16/09/2021,819938,2,415.3,Major fuel or other flammable liquid spill/leak - 201 or more litres
16/09/2021,819939,7,523.53,Mutual Aid Given - FRV
16/09/2021,819941,23,624,Controlled burning
16/09/2021,819944,8,301.3,Animal Rescue
16/09/2021,819943,7,765,Alarm activation due to workmen or occupier activities
16/09/2021,819945,8,523.53,Mutual Aid Given - FRV
16/09/2021,819948,15,624,Controlled burning
16/09/2021,819947,13,352.1,Vehicle accident-with injuries
16/09/2021,819946,8,181,"Abandoned outside rubbish, refuse or waste fire"
16/09/2021,819951,8,352,Vehicle accident-no injuries
16/09/2021,819949,14,523.53,Mutual Aid Given - FRV
16/09/2021,819950,14,758,"Simulated condition - caused by incense, candles, sparklers, smoke machine etc"
16/09/2021,819952,8,523.53,Mutual Aid Given - FRV
16/09/2021,819953,10,181,"Abandoned outside rubbish, refuse or waste fire"
16/09/2021,819954,14,352,Vehicle accident-no injuries
16/09/2021,819955,2,111,Fire damaging structure and contents
16/09/2021,819956,5,523.53,Mutual Aid Given - FRV
16/09/2021,819958,2,172.3,Scrub or bush and grass mixture fire (one hectare or less)
16/09/2021,819957,13,523.53,Mutual Aid Given - FRV
16/09/2021,819959,8,523.53,Mutual Aid Given - FRV
16/09/2021,819960,7,621,"Smoke scare, odour of smoke"
16/09/2021,819961,14,711,"Malicious, mischievous false alarm"
17/09/2021,819964,20,111,Fire damaging structure and contents
17/09/2021,819963,14,181,"Abandoned outside rubbish, refuse or waste fire"
17/09/2021,819976,22,513,Smoke or odour removal
17/09/2021,819965,8,523.53,Mutual Aid Given - FRV
17/09/2021,819966,15,151,Passenger vehicle fire including buses
17/09/2021,819967,14,523.53,Mutual Aid Given - FRV
17/09/2021,819969,11,414.3,Minor fuel or other flammable liquid spill/leak - 200 litres or less
17/09/2021,819968,8,321,"EMS call, excluding vehicle accident with injury"
17/09/2021,819970,22,113,Fire damaging contents only
17/09/2021,819971,8,523.53,Mutual Aid Given - FRV
17/09/2021,819972,2,765,Alarm activation due to workmen or occupier activities
17/09/2021,819973,15,151,Passenger vehicle fire including buses
17/09/2021,819974,2,768,"Alarm activation due to steam, sauna, steam room"
17/09/2021,819982,4,352.1,Vehicle accident-with injuries
17/09/2021,819975,8,732,Smoke detector malfunction - monitored by fire service
17/09/2021,819981,6,172.3,Scrub or bush and grass mixture fire (one hectare or less)
17/09/2021,819979,7,107.2,"Wood chip / mulch fire - Roadside, median strip, playground etc. (for bulk storage - use 141)"
17/09/2021,819977,8,331,Lock-in
17/09/2021,819980,8,624,Controlled burning
17/09/2021,819984,8,621,"Smoke scare, odour of smoke"
17/09/2021,819978,14,523.53,Mutual Aid Given - FRV
17/09/2021,819983,8,523.53,Mutual Aid Given - FRV
17/09/2021,819987,23,172.3,Scrub or bush and grass mixture fire (one hectare or less)
17/09/2021,819985,14,523.53,Mutual Aid Given - FRV
17/09/2021,819986,8,732,Smoke detector malfunction - monitored by fire service
17/09/2021,819989,8,172.3,Scrub or bush and grass mixture fire (one hectare or less)
17/09/2021,819991,13,624,Controlled burning
17/09/2021,819988,14,523.53,Mutual Aid Given - FRV
17/09/2021,820012,4,351,Extrications of victim(s) from mobile property
17/09/2021,819992,14,523.53,Mutual Aid Given - FRV
17/09/2021,819994,15,172.3,Scrub or bush and grass mixture fire (one hectare or less)
17/09/2021,820003,8,321,"EMS call, excluding vehicle accident with injury"
17/09/2021,820001,24,352.1,Vehicle accident-with injuries
17/09/2021,820004,15,514,Unauthorised burning
17/09/2021,819998,13,112,Fire damaging structure only
17/09/2021,819995,5,700,False alarm or false call; insuff info to classify
17/09/2021,819993,12,509,Other service call not classified (Public Service)
17/09/2021,819997,17,624,Controlled burning
17/09/2021,819996,14,760,Unintentional alarm - not involving a malfunction; insuff info to classify
17/09/2021,820000,12,173.2,Small grass fire (One hectare or less)
17/09/2021,820006,15,624,Controlled burning
17/09/2021,820002,23,172.3,Scrub or bush and grass mixture fire (one hectare or less)
17/09/2021,819999,24,521,Assist police or other governmental agency
17/09/2021,820007,15,,
17/09/2021,820005,14,523.53,Mutual Aid Given - FRV
17/09/2021,820013,8,351,Extrications of victim(s) from mobile property
17/09/2021,820008,8,523.53,Mutual Aid Given - FRV
17/09/2021,820011,9,352.1,Vehicle accident-with injuries
17/09/2021,820009,11,412,"Odour or gas, gas leak, (domestic or LPG)"
17/09/2021,820010,13,756,Cooking fumes - toast or foodstuffs etc
17/09/2021,820014,11,351,Extrications of victim(s) from mobile property
17/09/2021,820015,24,756,Cooking fumes - toast or foodstuffs etc
17/09/2021,820016,7,523.53,Mutual Aid Given - FRV
17/09/2021,820017,13,352.1,Vehicle accident-with injuries
17/09/2021,820023,2,172.3,Scrub or bush and grass mixture fire (one hectare or less)
17/09/2021,820018,2,621,"Smoke scare, odour of smoke"
17/09/2021,820020,5,111,Fire damaging structure and contents
17/09/2021,820019,15,624,Controlled burning
17/09/2021,820027,13,172.3,Scrub or bush and grass mixture fire (one hectare or less)
17/09/2021,820028,8,624,Controlled burning
17/09/2021,820024,8,523.53,Mutual Aid Given - FRV
17/09/2021,820021,2,624,Controlled burning
17/09/2021,820026,23,179,Vegetation or other outside fire (One hectare or less) not classified
17/09/2021,820022,13,921,Dispatched and cancelled en-route
17/09/2021,820025,8,352,Vehicle accident-no injuries
17/09/2021,820035,8,700,False alarm or false call; insuff info to classify
17/09/2021,820029,5,172.3,Scrub or bush and grass mixture fire (one hectare or less)
17/09/2021,820031,9,184,Dumpster or other outside trash receptacle fire
17/09/2021,820030,13,625,"Barbecue, hangi"
17/09/2021,820033,10,121,"Foodstuffs burnt, confined to cooking equipment"
17/09/2021,820032,18,624,Controlled burning
17/09/2021,820038,13,172.3,Scrub or bush and grass mixture fire (one hectare or less)
17/09/2021,820034,13,113,Fire damaging contents only
17/09/2021,820043,9,436,"Arcing, shorted electrical equipment"
17/09/2021,820037,14,700,False alarm or false call; insuff info to classify
17/09/2021,820040,8,107.2,"Wood chip / mulch fire - Roadside, median strip, playground etc. (for bulk storage - use 141)"
17/09/2021,820036,8,331,Lock-in
17/09/2021,820042,8,414.3,Minor fuel or other flammable liquid spill/leak - 200 litres or less
17/09/2021,820039,12,409,Hazardous condition not classified
17/09/2021,820047,20,179,Vegetation or other outside fire (One hectare or less) not classified
17/09/2021,820045,27,523.53,Mutual Aid Given - FRV
17/09/2021,820050,14,352,Vehicle accident-no injuries
17/09/2021,820044,7,523.53,Mutual Aid Given - FRV
17/09/2021,820051,8,523.53,Mutual Aid Given - FRV
17/09/2021,820046,7,523.53,Mutual Aid Given - FRV
17/09/2021,820048,14,521,Assist police or other governmental agency
17/09/2021,820053,7,111,Fire damaging structure and contents
17/09/2021,820049,2,514,Unauthorised burning
18/09/2021,820052,14,733,Heat detector malfunction - monitored by fire service
18/09/2021,820054,8,521,Assist police or other governmental agency
18/09/2021,820056,8,523.53,Mutual Aid Given - FRV
18/09/2021,820058,14,331,Lock-in
18/09/2021,820059,15,700,False alarm or false call; insuff info to classify
18/09/2021,820060,22,765,Alarm activation due to workmen or occupier activities
18/09/2021,820061,8,181,"Abandoned outside rubbish, refuse or waste fire"
18/09/2021,820063,12,435,Power line down
18/09/2021,820064,4,521,Assist police or other governmental agency
18/09/2021,820062,14,701,Manual control point or break glass alarm activated
18/09/2021,820065,13,732,Smoke detector malfunction - monitored by fire service
18/09/2021,820066,9,414.3,Minor fuel or other flammable liquid spill/leak - 200 litres or less
18/09/2021,820067,18,172.3,Scrub or bush and grass mixture fire (one hectare or less)
18/09/2021,820070,11,151,Passenger vehicle fire including buses
18/09/2021,820068,17,184,Dumpster or other outside trash receptacle fire
18/09/2021,820074,17,352.1,Vehicle accident-with injuries
18/09/2021,820069,7,700,False alarm or false call; insuff info to classify
18/09/2021,820071,20,181,"Abandoned outside rubbish, refuse or waste fire"
18/09/2021,820107,8,523.53,Mutual Aid Given - FRV
18/09/2021,820072,13,172.3,Scrub or bush and grass mixture fire (one hectare or less)
18/09/2021,820073,2,711,"Malicious, mischievous false alarm"
18/09/2021,820075,22,523.53,Mutual Aid Given - FRV
18/09/2021,820079,14,352,Vehicle accident-no injuries
18/09/2021,820076,13,621,"Smoke scare, odour of smoke"
18/09/2021,820078,2,179,Vegetation or other outside fire (One hectare or less) not classified
18/09/2021,820077,23,331,Lock-in
18/09/2021,820081,8,352.1,Vehicle accident-with injuries
18/09/2021,820089,24,181,"Abandoned outside rubbish, refuse or waste fire"
18/09/2021,820080,15,523.53,Mutual Aid Given - FRV
18/09/2021,820084,15,352.1,Vehicle accident-with injuries
18/09/2021,820083,13,,
18/09/2021,820085,7,352.1,Vehicle accident-with injuries
18/09/2021,820090,13,179,Vegetation or other outside fire (One hectare or less) not classified
18/09/2021,820086,8,352,Vehicle accident-no injuries
18/09/2021,820092,15,179,Vegetation or other outside fire (One hectare or less) not classified
18/09/2021,820088,13,179,Vegetation or other outside fire (One hectare or less) not classified
18/09/2021,820087,10,624,Controlled burning
18/09/2021,820091,15,151,Passenger vehicle fire including buses
18/09/2021,820106,8,523.53,Mutual Aid Given - FRV
18/09/2021,820093,24,122,Chimney or flue fire - confined
18/09/2021,820100,8,172.3,Scrub or bush and grass mixture fire (one hectare or less)
18/09/2021,820094,15,600,Good intent call; insuff info to classify
18/09/2021,820134,,523.53,Mutual Aid Given - FRV
18/09/2021,820103,6,352.1,Vehicle accident-with injuries
18/09/2021,820095,7,523.53,Mutual Aid Given - FRV
18/09/2021,820096,,523.53,Mutual Aid Given - FRV
18/09/2021,820098,,523.53,Mutual Aid Given - FRV
18/09/2021,820097,6,756,Cooking fumes - toast or foodstuffs etc
18/09/2021,820099,13,709,False alarm or false call not classified
18/09/2021,820102,24,701,Manual control point or break glass alarm activated
18/09/2021,820101,7,523.53,Mutual Aid Given - FRV
18/09/2021,820105,10,624,Controlled burning
18/09/2021,820104,10,122,Chimney or flue fire - confined
18/09/2021,820108,8,350,"Extrication, rescue; insuff info to classify"
18/09/2021,820109,8,523.53,Mutual Aid Given - FRV
18/09/2021,820111,14,523.53,Mutual Aid Given - FRV
18/09/2021,820110,8,523.53,Mutual Aid Given - FRV
18/09/2021,820114,16,624,Controlled burning
18/09/2021,820112,2,625,"Barbecue, hangi"
18/09/2021,820113,22,624,Controlled burning
18/09/2021,820115,7,523.53,Mutual Aid Given - FRV
18/09/2021,820117,8,151,Passenger vehicle fire including buses
18/09/2021,820116,14,624,Controlled burning
18/09/2021,820118,15,180,Outside refuse fire; insuff info to classify
18/09/2021,820119,2,184,Dumpster or other outside trash receptacle fire
19/09/2021,820122,14,523.53,Mutual Aid Given - FRV
19/09/2021,820120,8,523.53,Mutual Aid Given - FRV
19/09/2021,820121,7,179,Vegetation or other outside fire (One hectare or less) not classified
19/09/2021,820125,5,172.3,Scrub or bush and grass mixture fire (one hectare or less)
19/09/2021,820123,27,523.53,Mutual Aid Given - FRV
19/09/2021,820124,8,523.53,Mutual Aid Given - FRV
19/09/2021,820148,27,111,Fire damaging structure and contents
19/09/2021,820128,18,523.53,Mutual Aid Given - FRV
19/09/2021,820130,14,523.53,Mutual Aid Given - FRV
19/09/2021,820127,14,,
19/09/2021,820126,14,523.53,Mutual Aid Given - FRV
19/09/2021,820129,14,523.53,Mutual Aid Given - FRV
19/09/2021,820131,18,179,Vegetation or other outside fire (One hectare or less) not classified
19/09/2021,820132,8,520,"Assist other agencies, insufficient info to classify further"
19/09/2021,820133,13,733,Heat detector malfunction - monitored by fire service
19/09/2021,820137,5,179,Vegetation or other outside fire (One hectare or less) not classified
19/09/2021,820146,13,111,Fire damaging structure and contents
19/09/2021,820136,11,764,Incorrect test by service or company personnel
19/09/2021,820155,10,509,Other service call not classified (Public Service)
19/09/2021,820135,8,523.53,Mutual Aid Given - FRV
19/09/2021,820147,18,172.3,Scrub or bush and grass mixture fire (one hectare or less)
19/09/2021,1080550,22,352.1,Vehicle accident-with injuries
19/09/2021,820140,13,352.1,Vehicle accident-with injuries
19/09/2021,820138,14,624,Controlled burning
19/09/2021,820139,14,523.53,Mutual Aid Given - FRV
19/09/2021,820141,8,523.53,Mutual Aid Given - FRV
19/09/2021,820142,7,523.53,Mutual Aid Given - FRV
19/09/2021,820143,13,435,Power line down
19/09/2021,820144,13,711,"Malicious, mischievous false alarm"
19/09/2021,820145,8,523.53,Mutual Aid Given - FRV
19/09/2021,820151,11,352,Vehicle accident-no injuries
19/09/2021,820149,7,523.53,Mutual Aid Given - FRV
19/09/2021,820153,22,173.2,Small grass fire (One hectare or less)
19/09/2021,820150,7,331,Lock-in
19/09/2021,820154,23,514,Unauthorised burning
19/09/2021,820152,6,624,Controlled burning
19/09/2021,820156,13,172.3,Scrub or bush and grass mixture fire (one hectare or less)
19/09/2021,820161,18,151,Passenger vehicle fire including buses
19/09/2021,820157,8,301.3,Animal Rescue
19/09/2021,820158,7,179,Vegetation or other outside fire (One hectare or less) not classified
19/09/2021,820159,14,523.53,Mutual Aid Given - FRV
19/09/2021,820160,2,181,"Abandoned outside rubbish, refuse or waste fire"
19/09/2021,820162,2,352,Vehicle accident-no injuries
19/09/2021,820165,27,523.53,Mutual Aid Given - FRV
19/09/2021,820168,22,179,Vegetation or other outside fire (One hectare or less) not classified
19/09/2021,820164,8,621,"Smoke scare, odour of smoke"
19/09/2021,820163,27,523.53,Mutual Aid Given - FRV
19/09/2021,820177,9,624,Controlled burning
19/09/2021,820173,23,521,Assist police or other governmental agency
19/09/2021,820166,12,624,Controlled burning
19/09/2021,820167,24,756,Cooking fumes - toast or foodstuffs etc
19/09/2021,820169,14,151,Passenger vehicle fire including buses
19/09/2021,820171,7,523.53,Mutual Aid Given - FRV
19/09/2021,820175,8,621,"Smoke scare, odour of smoke"
19/09/2021,820172,17,181,"Abandoned outside rubbish, refuse or waste fire"
19/09/2021,820170,12,624,Controlled burning
19/09/2021,820176,12,624,Controlled burning
19/09/2021,820174,14,609,Good intent call not classified
19/09/2021,820179,14,523.53,Mutual Aid Given - FRV
19/09/2021,820180,,523.53,Mutual Aid Given - FRV
19/09/2021,820181,2,173.2,Small grass fire (One hectare or less)
19/09/2021,820182,24,523.53,Mutual Aid Given - FRV
19/09/2021,820183,13,,
19/09/2021,820184,8,700,False alarm or false call; insuff info to classify
19/09/2021,820185,8,732,Smoke detector malfunction - monitored by fire service
19/09/2021,820186,8,732,Smoke detector malfunction - monitored by fire service
19/09/2021,820187,8,521,Assist police or other governmental agency
20/09/2021,820188,8,732,Smoke detector malfunction - monitored by fire service
20/09/2021,820189,2,623,Alarm sounded - no evidence of fire
20/09/2021,820190,12,180,Outside refuse fire; insuff info to classify
20/09/2021,820192,8,352.1,Vehicle accident-with injuries
20/09/2021,820191,8,700,False alarm or false call; insuff info to classify
20/09/2021,820194,15,151,Passenger vehicle fire including buses
20/09/2021,820193,8,523.53,Mutual Aid Given - FRV
20/09/2021,820195,8,112,Fire damaging structure only
20/09/2021,820198,20,435,Power line down
20/09/2021,820196,8,523.53,Mutual Aid Given - FRV
20/09/2021,820208,16,352.1,Vehicle accident-with injuries
20/09/2021,820197,8,523.53,Mutual Aid Given - FRV
20/09/2021,820202,8,352,Vehicle accident-no injuries
20/09/2021,820200,5,352.1,Vehicle accident-with injuries
20/09/2021,820211,5,179,Vegetation or other outside fire (One hectare or less) not classified
20/09/2021,820199,22,760,Unintentional alarm - not involving a malfunction; insuff info to classify
20/09/2021,820203,2,352,Vehicle accident-no injuries
20/09/2021,820206,13,309,Other Rescue Calls
20/09/2021,820207,13,765,Alarm activation due to workmen or occupier activities
20/09/2021,820205,8,412,"Odour or gas, gas leak, (domestic or LPG)"
20/09/2021,820204,22,523.53,Mutual Aid Given - FRV
20/09/2021,820213,8,352.1,Vehicle accident-with injuries
20/09/2021,820220,8,122,Chimney or flue fire - confined
20/09/2021,820209,8,352,Vehicle accident-no injuries
20/09/2021,820216,15,621,"Smoke scare, odour of smoke"
20/09/2021,820212,7,523.53,Mutual Aid Given - FRV
20/09/2021,820210,22,523.53,Mutual Aid Given - FRV
20/09/2021,820221,2,352.1,Vehicle accident-with injuries
20/09/2021,820215,14,352,Vehicle accident-no injuries
20/09/2021,820214,7,742,Smoke detector malfunction - local
20/09/2021,820217,,523.53,Mutual Aid Given - FRV
20/09/2021,820218,23,523.53,Mutual Aid Given - FRV
20/09/2021,820226,22,435,Power line down
20/09/2021,820231,8,179,Vegetation or other outside fire (One hectare or less) not classified
20/09/2021,820224,8,732,Smoke detector malfunction - monitored by fire service
20/09/2021,820223,13,702,"Alarm operated due to extreme weather - storm, lightning, heavy rain, thunder flash flooding"
20/09/2021,820225,14,352,Vehicle accident-no injuries
20/09/2021,820222,8,523.53,Mutual Aid Given - FRV
20/09/2021,820228,14,352,Vehicle accident-no injuries
20/09/2021,820227,14,523.53,Mutual Aid Given - FRV
20/09/2021,820229,6,514,Unauthorised burning
20/09/2021,820230,5,436,"Arcing, shorted electrical equipment"
20/09/2021,820246,2,134,"Transformer, power or utility vault, utility equipment fire and power pole fire"
20/09/2021,820237,20,111,Fire damaging structure and contents
20/09/2021,820236,14,112,Fire damaging structure only
20/09/2021,820233,8,523.53,Mutual Aid Given - FRV
20/09/2021,820232,8,732,Smoke detector malfunction - monitored by fire service
20/09/2021,820235,9,414.3,Minor fuel or other flammable liquid spill/leak - 200 litres or less
20/09/2021,820234,22,523.53,Mutual Aid Given - FRV
20/09/2021,820238,8,523.53,Mutual Aid Given - FRV
20/09/2021,820240,13,523.53,Mutual Aid Given - FRV
20/09/2021,820244,13,701,Manual control point or break glass alarm activated
20/09/2021,820239,13,621,"Smoke scare, odour of smoke"
20/09/2021,820242,8,523.53,Mutual Aid Given - FRV
20/09/2021,820243,18,523.53,Mutual Aid Given - FRV
20/09/2021,820241,14,523.53,Mutual Aid Given - FRV
20/09/2021,820247,4,352.1,Vehicle accident-with injuries
20/09/2021,820245,18,134,"Transformer, power or utility vault, utility equipment fire and power pole fire"
20/09/2021,820248,13,711,"Malicious, mischievous false alarm"
20/09/2021,820249,14,523.53,Mutual Aid Given - FRV
20/09/2021,820254,8,352,Vehicle accident-no injuries
20/09/2021,820251,14,523.53,Mutual Aid Given - FRV
20/09/2021,820250,2,522,Police matter
20/09/2021,820253,6,751,Smoke detector operated-no fire-smoke from other location
20/09/2021,820252,24,523.53,Mutual Aid Given - FRV
20/09/2021,820256,8,521,Assist police or other governmental agency
20/09/2021,820255,5,129,Fire in building confined within non-combustible container with no other flame damage not classified
20/09/2021,820257,18,111,Fire damaging structure and contents
20/09/2021,820258,22,760,Unintentional alarm - not involving a malfunction; insuff info to classify
20/09/2021,820259,15,621,"Smoke scare, odour of smoke"
21/09/2021,820272,6,111,Fire damaging structure and contents
21/09/2021,820260,7,352,Vehicle accident-no injuries
21/09/2021,820262,11,113,Fire damaging contents only
21/09/2021,820261,18,111,Fire damaging structure and contents
21/09/2021,820265,5,179,Vegetation or other outside fire (One hectare or less) not classified
21/09/2021,820264,2,766,"Alarm activation due to poor building maintenance such as dust, cobwebs etc"
21/09/2021,820266,2,732,Smoke detector malfunction - monitored by fire service
21/09/2021,820267,18,765,Alarm activation due to workmen or occupier activities
21/09/2021,820269,8,523.53,Mutual Aid Given - FRV
21/09/2021,820268,14,523.53,Mutual Aid Given - FRV
21/09/2021,820270,9,331,Lock-in
21/09/2021,820271,14,523.53,Mutual Aid Given - FRV
21/09/2021,820273,8,621,"Smoke scare, odour of smoke"
21/09/2021,820274,14,523.53,Mutual Aid Given - FRV
21/09/2021,820277,13,765,Alarm activation due to workmen or occupier activities
21/09/2021,820275,7,412,"Odour or gas, gas leak, (domestic or LPG)"
21/09/2021,820276,13,436,"Arcing, shorted electrical equipment"
21/09/2021,820278,14,523.53,Mutual Aid Given - FRV
21/09/2021,820279,14,523.53,Mutual Aid Given - FRV
21/09/2021,820281,13,523.53,Mutual Aid Given - FRV
21/09/2021,820280,13,414.3,Minor fuel or other flammable liquid spill/leak - 200 litres or less
21/09/2021,820282,7,523.53,Mutual Aid Given - FRV
21/09/2021,820283,14,523.53,Mutual Aid Given - FRV
21/09/2021,820284,2,151,Passenger vehicle fire including buses
21/09/2021,820285,22,352.1,Vehicle accident-with injuries
21/09/2021,820287,18,172.3,Scrub or bush and grass mixture fire (one hectare or less)
21/09/2021,820286,20,764,Incorrect test by service or company personnel
21/09/2021,820289,7,523.53,Mutual Aid Given - FRV
21/09/2021,820291,27,765,Alarm activation due to workmen or occupier activities
21/09/2021,820299,9,409,Hazardous condition not classified
21/09/2021,820293,15,301.3,Animal Rescue
21/09/2021,820290,14,523.53,Mutual Aid Given - FRV
21/09/2021,820292,14,523.53,Mutual Aid Given - FRV
21/09/2021,820297,8,449,"Hazardous materials, not classified"
21/09/2021,820294,8,523.53,Mutual Aid Given - FRV
21/09/2021,820295,8,523.53,Mutual Aid Given - FRV
21/09/2021,820296,8,523.53,Mutual Aid Given - FRV
21/09/2021,820301,8,523.53,Mutual Aid Given - FRV
21/09/2021,820298,10,414.3,Minor fuel or other flammable liquid spill/leak - 200 litres or less
21/09/2021,820300,7,523.53,Mutual Aid Given - FRV
21/09/2021,820302,23,624,Controlled burning
21/09/2021,820303,8,621,"Smoke scare, odour of smoke"
21/09/2021,820304,8,624,Controlled burning
21/09/2021,820305,7,436,"Arcing, shorted electrical equipment"
21/09/2021,820306,8,514,Unauthorised burning
21/09/2021,820309,18,151,Passenger vehicle fire including buses
21/09/2021,820307,8,742,Smoke detector malfunction - local
21/09/2021,820314,8,523.53,Mutual Aid Given - FRV
21/09/2021,820308,8,624,Controlled burning
21/09/2021,820310,15,609,Good intent call not classified
21/09/2021,820311,23,523.53,Mutual Aid Given - FRV
21/09/2021,820313,14,523.53,Mutual Aid Given - FRV
21/09/2021,820312,8,624,Controlled burning
21/09/2021,820366,8,412,"Odour or gas, gas leak, (domestic or LPG)"
21/09/2021,820316,14,523.53,Mutual Aid Given - FRV
21/09/2021,820341,,523.53,Mutual Aid Given - FRV
21/09/2021,820315,5,523.53,Mutual Aid Given - FRV
21/09/2021,820317,6,436,"Arcing, shorted electrical equipment"
21/09/2021,820318,7,523.53,Mutual Aid Given - FRV
22/09/2021,820319,14,,
22/09/2021,820322,8,523.53,Mutual Aid Given - FRV
22/09/2021,820320,7,732,Smoke detector malfunction - monitored by fire service
22/09/2021,820323,8,412,"Odour or gas, gas leak, (domestic or LPG)"
22/09/2021,820326,15,122,Chimney or flue fire - confined
22/09/2021,820331,8,352,Vehicle accident-no injuries
22/09/2021,820328,8,352,Vehicle accident-no injuries
22/09/2021,820327,,523.53,Mutual Aid Given - FRV
22/09/2021,820329,8,523.53,Mutual Aid Given - FRV
22/09/2021,820330,10,767,"Alarm activation due to aerosol, hair spray or insecticides"
22/09/2021,820332,14,523.53,Mutual Aid Given - FRV
22/09/2021,820339,5,113,Fire damaging contents only
22/09/2021,820333,2,621,"Smoke scare, odour of smoke"
22/09/2021,820334,14,531,Earthquake
22/09/2021,820336,8,769,Unintentional alarm - not involving a malfunction not classified
22/09/2021,820335,23,523.53,Mutual Aid Given - FRV
22/09/2021,820337,8,523.53,Mutual Aid Given - FRV
22/09/2021,820354,14,521,Assist police or other governmental agency
22/09/2021,820342,22,352,Vehicle accident-no injuries
22/09/2021,820338,24,509,Other service call not classified (Public Service)
22/09/2021,820343,24,352,Vehicle accident-no injuries
22/09/2021,820344,14,921,Dispatched and cancelled en-route
22/09/2021,820346,14,523.53,Mutual Aid Given - FRV
22/09/2021,820345,10,711,"Malicious, mischievous false alarm"
22/09/2021,820347,14,523.53,Mutual Aid Given - FRV
22/09/2021,820349,7,523.53,Mutual Aid Given - FRV
22/09/2021,820351,24,113,Fire damaging contents only
22/09/2021,820348,20,529,"Assist other agencies, not classified"
22/09/2021,820350,8,523.53,Mutual Aid Given - FRV
22/09/2021,820353,8,0,Type of incident undetermined
22/09/2021,820352,17,111,Fire damaging structure and contents
22/09/2021,820355,12,430,Heat related and electrical; insuff info to classify
22/09/2021,820356,27,523.53,Mutual Aid Given - FRV
22/09/2021,820359,23,626,Burglar alarm ringing
22/09/2021,820358,14,621,"Smoke scare, odour of smoke"
22/09/2021,820357,24,181,"Abandoned outside rubbish, refuse or waste fire"
22/09/2021,820360,8,523.53,Mutual Aid Given - FRV
22/09/2021,820361,14,523.53,Mutual Aid Given - FRV
22/09/2021,820365,8,352,Vehicle accident-no injuries
22/09/2021,820362,15,113,Fire damaging contents only
