incident_datetime,incident_no,District_no,incident_type_code,incident_type
10/08/2018,690266,9,151.00,Passenger vehicle fire including buses
10/08/2018,690276,5,113.00,Fire damaging contents only
10/08/2018,690267,8,184.00,Dumpster or other outside trash receptacle fire
10/08/2018,690271,17,609.00,Good intent call not classified
10/08/2018,690277,5,351.00,Extrications of victim(s) from mobile property
10/08/2018,690275,13,321.00,"EMS call, excluding vehicle accident with injury"
10/08/2018,690274,13,321.00,"EMS call, excluding vehicle accident with injury"
10/08/2018,690278,8,321.00,"EMS call, excluding vehicle accident with injury"
10/08/2018,690279,8,173.20,Small grass fire (One hectare or less)
10/08/2018,690281,18,624.00,Controlled burning
10/08/2018,690280,8,621.00,"Smoke scare, odour of smoke"
10/08/2018,690282,7,181.00,"Abandoned outside rubbish, refuse or waste fire"
10/08/2018,690286,2,111.00,Fire damaging structure and contents
10/08/2018,690283,7,181.00,"Abandoned outside rubbish, refuse or waste fire"
10/08/2018,690284,22,184.00,Dumpster or other outside trash receptacle fire
10/08/2018,690285,15,352.00,Vehicle accident-no injuries
10/08/2018,690288,13,189.00,Outside refuse fire not classified
10/08/2018,690289,8,112.00,Fire damaging structure only
10/08/2018,690287,13,181.00,"Abandoned outside rubbish, refuse or waste fire"
10/08/2018,690290,18,112.00,Fire damaging structure only
11/08/2018,690294,14,151.00,Passenger vehicle fire including buses
11/08/2018,690291,2,181.00,"Abandoned outside rubbish, refuse or waste fire"
11/08/2018,690292,NULL,523.00,"Mutual aid given, coverage assignment, standby at fire station or move up"
11/08/2018,690293,8,732.00,Smoke detector malfunction - monitored by fire service
11/08/2018,690295,13,181.00,"Abandoned outside rubbish, refuse or waste fire"
11/08/2018,690296,14,352.10,Vehicle accident-with injuries
11/08/2018,690297,8,179.00,Vegetation or other outside fire (One hectare or less) not classified
11/08/2018,690298,5,709.00,False alarm or false call not classified
11/08/2018,690304,18,181.00,"Abandoned outside rubbish, refuse or waste fire"
11/08/2018,690299,8,751.00,Smoke detector operated-no fire-smoke from other location
11/08/2018,690300,8,352.10,Vehicle accident-with injuries
11/08/2018,690301,7,711.00,"Malicious, mischievous false alarm"
11/08/2018,690302,8,709.00,False alarm or false call not classified
11/08/2018,690303,8,436.00,"Arcing, shorted electrical equipment"
11/08/2018,690305,8,352.00,Vehicle accident-no injuries
11/08/2018,690306,13,151.00,Passenger vehicle fire including buses
11/08/2018,690307,13,756.00,Cooking fumes - toast or foodstuffs etc
11/08/2018,690308,14,181.00,"Abandoned outside rubbish, refuse or waste fire"
11/08/2018,690309,18,756.00,Cooking fumes - toast or foodstuffs etc
11/08/2018,690310,8,351.00,Extrications of victim(s) from mobile property
11/08/2018,690312,11,113.00,Fire damaging contents only
11/08/2018,690311,8,758.00,"Simulated condition - caused by incense, candles, sparklers, smoke machine etc"
11/08/2018,690313,2,121.00,"Foodstuffs burnt, confined to cooking equipment"
11/08/2018,690315,24,412.00,"Odour or gas, gas leak, (domestic or LPG)"
11/08/2018,690322,11,172.30,Scrub or bush and grass mixture fire (one hectare or less)
11/08/2018,690316,20,350.00,"Extrication, rescue; insuff info to classify"
11/08/2018,690314,13,321.00,"EMS call, excluding vehicle accident with injury"
11/08/2018,690528,11,163.00,Grass fire (more than one hectare)
11/08/2018,690318,22,624.00,Controlled burning
11/08/2018,690317,27,625.00,"Barbecue, hangi"
11/08/2018,690319,8,352.00,Vehicle accident-no injuries
11/08/2018,690320,14,414.30,Minor fuel or other flammable liquid spill/leak - 200 litres or less
11/08/2018,690321,8,301.30,Animal Rescue
11/08/2018,690324,8,181.00,"Abandoned outside rubbish, refuse or waste fire"
11/08/2018,690323,NULL,523.00,"Mutual aid given, coverage assignment, standby at fire station or move up"
11/08/2018,690344,14,121.00,"Foodstuffs burnt, confined to cooking equipment"
11/08/2018,690326,27,414.30,Minor fuel or other flammable liquid spill/leak - 200 litres or less
11/08/2018,690325,8,352.00,Vehicle accident-no injuries
11/08/2018,690330,14,113.00,Fire damaging contents only
11/08/2018,690329,8,732.00,Smoke detector malfunction - monitored by fire service
11/08/2018,690327,8,189.00,Outside refuse fire not classified
11/08/2018,690331,18,352.10,Vehicle accident-with injuries
11/08/2018,690328,14,331.00,Lock-in
11/08/2018,690352,8,111.00,Fire damaging structure and contents
11/08/2018,690341,13,301.30,Animal Rescue
11/08/2018,690337,14,352.00,Vehicle accident-no injuries
11/08/2018,690332,15,180.00,Outside refuse fire; insuff info to classify
11/08/2018,690334,13,352.10,Vehicle accident-with injuries
11/08/2018,690333,8,321.00,"EMS call, excluding vehicle accident with injury"
11/08/2018,690336,15,624.00,Controlled burning
11/08/2018,690335,8,769.00,Unintentional alarm - not involving a malfunction not classified
11/08/2018,690338,8,742.00,Smoke detector malfunction - local
11/08/2018,690342,14,113.00,Fire damaging contents only
11/08/2018,690340,8,111.00,Fire damaging structure and contents
11/08/2018,690339,27,756.00,Cooking fumes - toast or foodstuffs etc
11/08/2018,690343,13,709.00,False alarm or false call not classified
11/08/2018,690356,22,352.10,Vehicle accident-with injuries
11/08/2018,690345,8,352.10,Vehicle accident-with injuries
11/08/2018,690347,8,151.00,Passenger vehicle fire including buses
11/08/2018,690348,8,436.00,"Arcing, shorted electrical equipment"
11/08/2018,690350,15,352.00,Vehicle accident-no injuries
11/08/2018,690346,13,609.00,Good intent call not classified
11/08/2018,690349,7,350.00,"Extrication, rescue; insuff info to classify"
11/08/2018,690351,15,711.00,"Malicious, mischievous false alarm"
11/08/2018,690353,15,624.00,Controlled burning
11/08/2018,690368,7,111.00,Fire damaging structure and contents
11/08/2018,690354,14,352.00,Vehicle accident-no injuries
11/08/2018,690361,15,352.00,Vehicle accident-no injuries
11/08/2018,690355,24,768.00,"Alarm activation due to steam, sauna, steam room"
11/08/2018,690357,12,624.00,Controlled burning
11/08/2018,690358,23,352.10,Vehicle accident-with injuries
11/08/2018,690359,8,352.10,Vehicle accident-with injuries
11/08/2018,690363,27,436.00,"Arcing, shorted electrical equipment"
11/08/2018,690362,7,121.00,"Foodstuffs burnt, confined to cooking equipment"
11/08/2018,690360,13,711.00,"Malicious, mischievous false alarm"
11/08/2018,690364,2,756.00,Cooking fumes - toast or foodstuffs etc
11/08/2018,690369,23,621.00,"Smoke scare, odour of smoke"
11/08/2018,690367,NULL,523.00,"Mutual aid given, coverage assignment, standby at fire station or move up"
11/08/2018,690365,8,435.00,Power line down
11/08/2018,690366,15,624.00,Controlled burning
11/08/2018,690376,14,111.00,Fire damaging structure and contents
11/08/2018,690370,15,352.10,Vehicle accident-with injuries
11/08/2018,690371,7,768.00,"Alarm activation due to steam, sauna, steam room"
11/08/2018,690374,13,352.00,Vehicle accident-no injuries
11/08/2018,690372,5,735.00,Smoke detector malfunction - privately monitored
11/08/2018,690377,5,113.00,Fire damaging contents only
11/08/2018,690373,12,624.00,Controlled burning
11/08/2018,690379,27,151.00,Passenger vehicle fire including buses
11/08/2018,690378,14,621.00,"Smoke scare, odour of smoke"
11/08/2018,690375,27,321.00,"EMS call, excluding vehicle accident with injury"
11/08/2018,690380,14,621.00,"Smoke scare, odour of smoke"
11/08/2018,690381,24,621.00,"Smoke scare, odour of smoke"
11/08/2018,690382,13,514.00,Unauthorised burning
11/08/2018,690383,22,529.00,"Assist other agencies, not classified"
11/08/2018,690387,17,111.00,Fire damaging structure and contents
11/08/2018,690385,9,352.10,Vehicle accident-with injuries
12/08/2018,690384,8,762.00,Accidential operation of alarm
12/08/2018,690411,23,735.00,Smoke detector malfunction - privately monitored
12/08/2018,690386,NULL,523.00,"Mutual aid given, coverage assignment, standby at fire station or move up"
12/08/2018,690388,27,522.00,Police matter
12/08/2018,690390,5,706.00,Council or water supply authority caused pressure surge through mains system
12/08/2018,690391,14,706.00,Council or water supply authority caused pressure surge through mains system
12/08/2018,690389,2,151.00,Passenger vehicle fire including buses
12/08/2018,690392,14,321.00,"EMS call, excluding vehicle accident with injury"
12/08/2018,690394,7,352.00,Vehicle accident-no injuries
12/08/2018,690393,7,742.00,Smoke detector malfunction - local
12/08/2018,690398,9,509.00,Other service call not classified (Public Service)
12/08/2018,690395,23,756.00,Cooking fumes - toast or foodstuffs etc
12/08/2018,690396,8,743.00,Heat detector malfunction - local
12/08/2018,690397,8,732.00,Smoke detector malfunction - monitored by fire service
12/08/2018,690402,NULL,352.10,Vehicle accident-with injuries
12/08/2018,690408,8,111.00,Fire damaging structure and contents
12/08/2018,690399,NULL,523.00,"Mutual aid given, coverage assignment, standby at fire station or move up"
12/08/2018,690401,14,113.00,Fire damaging contents only
12/08/2018,690406,4,756.00,Cooking fumes - toast or foodstuffs etc
12/08/2018,690400,13,321.00,"EMS call, excluding vehicle accident with injury"
12/08/2018,690405,8,413.00,Oil or other combustible liquid spill
12/08/2018,690403,7,624.00,Controlled burning
12/08/2018,690404,14,321.00,"EMS call, excluding vehicle accident with injury"
12/08/2018,690407,8,412.00,"Odour or gas, gas leak, (domestic or LPG)"
12/08/2018,690412,8,412.00,"Odour or gas, gas leak, (domestic or LPG)"
12/08/2018,690410,14,352.00,Vehicle accident-no injuries
12/08/2018,690409,8,321.00,"EMS call, excluding vehicle accident with injury"
12/08/2018,690424,12,352.00,Vehicle accident-no injuries
12/08/2018,690413,NULL,523.00,"Mutual aid given, coverage assignment, standby at fire station or move up"
12/08/2018,690417,14,352.00,Vehicle accident-no injuries
12/08/2018,690420,14,352.10,Vehicle accident-with injuries
12/08/2018,690416,18,111.00,Fire damaging structure and contents
12/08/2018,690414,14,321.00,"EMS call, excluding vehicle accident with injury"
12/08/2018,690415,8,321.00,"EMS call, excluding vehicle accident with injury"
12/08/2018,690457,10,NULL,NULL
12/08/2018,690436,12,352.00,Vehicle accident-no injuries
12/08/2018,690419,8,111.00,Fire damaging structure and contents
12/08/2018,690421,14,352.00,Vehicle accident-no injuries
12/08/2018,690426,8,197.00,Explosion with ensuing fire
12/08/2018,690418,13,321.00,"EMS call, excluding vehicle accident with injury"
12/08/2018,690423,8,321.00,"EMS call, excluding vehicle accident with injury"
12/08/2018,690430,4,352.10,Vehicle accident-with injuries
12/08/2018,690437,24,352.10,Vehicle accident-with injuries
12/08/2018,690429,13,741.00,Sprinkler malfunction - local
12/08/2018,690422,10,189.00,Outside refuse fire not classified
12/08/2018,690428,6,352.00,Vehicle accident-no injuries
12/08/2018,690427,15,151.00,Passenger vehicle fire including buses
12/08/2018,690425,14,621.00,"Smoke scare, odour of smoke"
12/08/2018,690440,14,352.10,Vehicle accident-with injuries
12/08/2018,690439,5,184.00,Dumpster or other outside trash receptacle fire
12/08/2018,690431,14,172.30,Scrub or bush and grass mixture fire (one hectare or less)
12/08/2018,690432,7,180.00,Outside refuse fire; insuff info to classify
12/08/2018,690443,22,352.00,Vehicle accident-no injuries
12/08/2018,690434,NULL,352.10,Vehicle accident-with injuries
12/08/2018,690433,14,352.00,Vehicle accident-no injuries
12/08/2018,690438,NULL,172.30,Scrub or bush and grass mixture fire (one hectare or less)
12/08/2018,690722,27,111.00,Fire damaging structure and contents
12/08/2018,690435,8,321.00,"EMS call, excluding vehicle accident with injury"
12/08/2018,690452,15,350.00,"Extrication, rescue; insuff info to classify"
12/08/2018,690445,13,756.00,Cooking fumes - toast or foodstuffs etc
12/08/2018,690442,15,181.00,"Abandoned outside rubbish, refuse or waste fire"
12/08/2018,690441,2,181.00,"Abandoned outside rubbish, refuse or waste fire"
12/08/2018,690449,8,321.00,"EMS call, excluding vehicle accident with injury"
12/08/2018,690456,9,352.00,Vehicle accident-no injuries
12/08/2018,690444,14,321.00,"EMS call, excluding vehicle accident with injury"
12/08/2018,690446,14,625.00,"Barbecue, hangi"
12/08/2018,690447,14,172.30,Scrub or bush and grass mixture fire (one hectare or less)
12/08/2018,690450,8,111.00,Fire damaging structure and contents
12/08/2018,690451,6,768.00,"Alarm activation due to steam, sauna, steam room"
12/08/2018,690454,22,624.00,Controlled burning
12/08/2018,690462,10,111.00,Fire damaging structure and contents
12/08/2018,690448,8,624.00,Controlled burning
12/08/2018,690453,22,121.00,"Foodstuffs burnt, confined to cooking equipment"
12/08/2018,690455,8,171.00,Forest or wood fire (one hectare or less)
12/08/2018,690458,2,412.00,"Odour or gas, gas leak, (domestic or LPG)"
12/08/2018,690459,15,414.30,Minor fuel or other flammable liquid spill/leak - 200 litres or less
12/08/2018,690469,8,111.00,Fire damaging structure and contents
12/08/2018,690460,NULL,523.00,"Mutual aid given, coverage assignment, standby at fire station or move up"
12/08/2018,690463,22,313.30,Medical assistance
12/08/2018,690461,8,113.00,Fire damaging contents only
12/08/2018,690464,8,321.00,"EMS call, excluding vehicle accident with injury"
12/08/2018,690465,2,181.00,"Abandoned outside rubbish, refuse or waste fire"
12/08/2018,690470,9,151.00,Passenger vehicle fire including buses
12/08/2018,690466,14,321.00,"EMS call, excluding vehicle accident with injury"
12/08/2018,690475,7,628.00,"Bomb scare-no bomb, Including parcel resembling bomb"
12/08/2018,690467,14,135.00,Fence fire
12/08/2018,690468,8,129.00,Fire in building confined within non-combustible container with no other flame damage not classified
12/08/2018,690471,8,352.10,Vehicle accident-with injuries
12/08/2018,690472,18,181.00,"Abandoned outside rubbish, refuse or waste fire"
12/08/2018,690487,NULL,523.00,"Mutual aid given, coverage assignment, standby at fire station or move up"
12/08/2018,690473,23,414.30,Minor fuel or other flammable liquid spill/leak - 200 litres or less
12/08/2018,690474,8,121.00,"Foodstuffs burnt, confined to cooking equipment"
12/08/2018,690478,7,351.00,Extrications of victim(s) from mobile property
12/08/2018,690476,22,122.00,Chimney or flue fire - confined
12/08/2018,690491,7,111.00,Fire damaging structure and contents
12/08/2018,690479,8,321.00,"EMS call, excluding vehicle accident with injury"
12/08/2018,690482,7,621.00,"Smoke scare, odour of smoke"
12/08/2018,690481,22,151.00,Passenger vehicle fire including buses
12/08/2018,690477,7,184.00,Dumpster or other outside trash receptacle fire
12/08/2018,690483,7,621.00,"Smoke scare, odour of smoke"
12/08/2018,690489,20,109.00,Fire or explosion not classified
12/08/2018,690484,7,181.00,"Abandoned outside rubbish, refuse or waste fire"
12/08/2018,690480,14,321.00,"EMS call, excluding vehicle accident with injury"
12/08/2018,690485,7,184.00,Dumpster or other outside trash receptacle fire
12/08/2018,690486,8,627.00,"Suspicious package, harmless substance scare"
12/08/2018,690488,7,184.00,Dumpster or other outside trash receptacle fire
12/08/2018,690492,7,184.00,Dumpster or other outside trash receptacle fire
12/08/2018,690493,9,731.00,Sprinkler malfunction - monitored by fire service
12/08/2018,690490,14,321.00,"EMS call, excluding vehicle accident with injury"
13/08/2018,690494,7,184.00,Dumpster or other outside trash receptacle fire
13/08/2018,690498,22,352.10,Vehicle accident-with injuries
13/08/2018,690495,8,742.00,Smoke detector malfunction - local
13/08/2018,690496,9,621.00,"Smoke scare, odour of smoke"
13/08/2018,690499,4,111.00,Fire damaging structure and contents
13/08/2018,690497,8,751.00,Smoke detector operated-no fire-smoke from other location
13/08/2018,690501,2,738.00,"Alarm system malfunction - flat battery, fault in wiring, alarm panel, inadequate maintenance"
13/08/2018,690502,NULL,523.00,"Mutual aid given, coverage assignment, standby at fire station or move up"
13/08/2018,690500,8,751.00,Smoke detector operated-no fire-smoke from other location
13/08/2018,690504,14,184.00,Dumpster or other outside trash receptacle fire
13/08/2018,690503,8,181.00,"Abandoned outside rubbish, refuse or waste fire"
13/08/2018,690505,13,621.00,"Smoke scare, odour of smoke"
13/08/2018,690506,14,151.00,Passenger vehicle fire including buses
13/08/2018,690516,11,352.10,Vehicle accident-with injuries
13/08/2018,690507,7,181.00,"Abandoned outside rubbish, refuse or waste fire"
13/08/2018,690512,NULL,523.00,"Mutual aid given, coverage assignment, standby at fire station or move up"
13/08/2018,690508,23,735.00,Smoke detector malfunction - privately monitored
13/08/2018,690509,8,732.00,Smoke detector malfunction - monitored by fire service
13/08/2018,690510,8,181.00,"Abandoned outside rubbish, refuse or waste fire"
13/08/2018,690514,11,179.00,Vegetation or other outside fire (One hectare or less) not classified
13/08/2018,690511,7,742.00,Smoke detector malfunction - local
13/08/2018,690513,13,321.00,"EMS call, excluding vehicle accident with injury"
13/08/2018,690515,14,352.10,Vehicle accident-with injuries
13/08/2018,690517,NULL,523.13,Mutual Aid Given - MFB
13/08/2018,690520,2,352.00,Vehicle accident-no injuries
13/08/2018,690518,5,621.00,"Smoke scare, odour of smoke"
13/08/2018,690521,7,430.00,Heat related and electrical; insuff info to classify
13/08/2018,690519,NULL,331.00,Lock-in
13/08/2018,690522,13,414.30,Minor fuel or other flammable liquid spill/leak - 200 litres or less
13/08/2018,690527,8,352.10,Vehicle accident-with injuries
13/08/2018,690529,14,624.00,Controlled burning
13/08/2018,690535,16,179.00,Vegetation or other outside fire (One hectare or less) not classified
13/08/2018,690524,14,624.00,Controlled burning
13/08/2018,690525,22,743.00,Heat detector malfunction - local
13/08/2018,690530,18,509.00,Other service call not classified (Public Service)
13/08/2018,690562,8,111.00,Fire damaging structure and contents
13/08/2018,690526,13,331.00,Lock-in
13/08/2018,690523,8,321.00,"EMS call, excluding vehicle accident with injury"
13/08/2018,690566,8,111.00,Fire damaging structure and contents
13/08/2018,690531,15,711.00,"Malicious, mischievous false alarm"
13/08/2018,690540,16,151.00,Passenger vehicle fire including buses
13/08/2018,690532,7,121.00,"Foodstuffs burnt, confined to cooking equipment"
13/08/2018,690533,13,624.00,Controlled burning
13/08/2018,690539,8,412.00,"Odour or gas, gas leak, (domestic or LPG)"
13/08/2018,690534,14,321.00,"EMS call, excluding vehicle accident with injury"
13/08/2018,690537,8,331.00,Lock-in
13/08/2018,690536,13,321.00,"EMS call, excluding vehicle accident with injury"
13/08/2018,690541,7,621.00,"Smoke scare, odour of smoke"
13/08/2018,690542,7,352.00,Vehicle accident-no injuries
13/08/2018,690538,8,756.00,Cooking fumes - toast or foodstuffs etc
13/08/2018,690543,13,756.00,Cooking fumes - toast or foodstuffs etc
13/08/2018,690545,16,352.00,Vehicle accident-no injuries
13/08/2018,690546,13,734.00,Sprinkler malfunction - privately monitored
13/08/2018,690548,22,352.10,Vehicle accident-with injuries
13/08/2018,690544,13,765.00,Alarm activation due to workmen or occupier activities
13/08/2018,1079668,15,509.00,Other service call not classified (Public Service)
13/08/2018,690547,16,765.00,Alarm activation due to workmen or occupier activities
13/08/2018,690549,13,414.30,Minor fuel or other flammable liquid spill/leak - 200 litres or less
13/08/2018,690550,14,321.00,"EMS call, excluding vehicle accident with injury"
13/08/2018,690558,14,352.10,Vehicle accident-with injuries
13/08/2018,690553,14,138.30,"Outside cooking equipment fire, includes BBQ's, spit roaster, etc. for uncontrolled fires only"
13/08/2018,690552,17,352.10,Vehicle accident-with injuries
13/08/2018,690554,8,738.00,"Alarm system malfunction - flat battery, fault in wiring, alarm panel, inadequate maintenance"
13/08/2018,690551,14,321.00,"EMS call, excluding vehicle accident with injury"
13/08/2018,690576,27,414.30,Minor fuel or other flammable liquid spill/leak - 200 litres or less
13/08/2018,690555,8,742.00,Smoke detector malfunction - local
13/08/2018,690571,24,122.00,Chimney or flue fire - confined
13/08/2018,690556,14,609.00,Good intent call not classified
13/08/2018,690725,11,111.00,Fire damaging structure and contents
13/08/2018,690557,22,181.00,"Abandoned outside rubbish, refuse or waste fire"
13/08/2018,690559,8,621.00,"Smoke scare, odour of smoke"
13/08/2018,690575,27,352.00,Vehicle accident-no injuries
13/08/2018,690560,8,121.00,"Foodstuffs burnt, confined to cooking equipment"
13/08/2018,690561,13,509.00,Other service call not classified (Public Service)
13/08/2018,690581,10,112.00,Fire damaging structure only
13/08/2018,690569,8,751.00,Smoke detector operated-no fire-smoke from other location
13/08/2018,690564,NULL,523.00,"Mutual aid given, coverage assignment, standby at fire station or move up"
13/08/2018,690563,8,624.00,Controlled burning
13/08/2018,690565,8,414.30,Minor fuel or other flammable liquid spill/leak - 200 litres or less
13/08/2018,690568,14,331.00,Lock-in
13/08/2018,690572,15,151.00,Passenger vehicle fire including buses
13/08/2018,690573,8,151.00,Passenger vehicle fire including buses
13/08/2018,690570,8,622.00,"Steam vapour, fog or dust thought to be smoke"
13/08/2018,690574,22,134.00,"Transformer, power or utility vault, utility equipment fire and power pole fire"
13/08/2018,690577,14,759.00,Simulated condition; not classified above
13/08/2018,690579,2,621.00,"Smoke scare, odour of smoke"
13/08/2018,690578,14,181.00,"Abandoned outside rubbish, refuse or waste fire"
13/08/2018,690580,18,173.20,Small grass fire (One hectare or less)
13/08/2018,690596,6,352.00,Vehicle accident-no injuries
13/08/2018,690582,7,711.00,"Malicious, mischievous false alarm"
13/08/2018,690584,8,321.00,"EMS call, excluding vehicle accident with injury"
13/08/2018,690585,8,354.20,"Extrication of victim(s) from mechanical equipment eg industrial, domestic and farm accidents"
13/08/2018,690583,24,184.00,Dumpster or other outside trash receptacle fire
13/08/2018,690586,8,121.00,"Foodstuffs burnt, confined to cooking equipment"
13/08/2018,690587,NULL,523.00,"Mutual aid given, coverage assignment, standby at fire station or move up"
13/08/2018,690588,24,751.00,Smoke detector operated-no fire-smoke from other location
13/08/2018,690591,8,414.30,Minor fuel or other flammable liquid spill/leak - 200 litres or less
13/08/2018,690590,13,621.00,"Smoke scare, odour of smoke"
13/08/2018,690589,13,765.00,Alarm activation due to workmen or occupier activities
13/08/2018,690593,8,151.00,Passenger vehicle fire including buses
13/08/2018,690592,15,321.00,"EMS call, excluding vehicle accident with injury"
13/08/2018,690594,13,765.00,Alarm activation due to workmen or occupier activities
13/08/2018,690595,8,173.20,Small grass fire (One hectare or less)
13/08/2018,690597,14,352.00,Vehicle accident-no injuries
13/08/2018,690600,27,711.00,"Malicious, mischievous false alarm"
14/08/2018,690598,16,121.00,"Foodstuffs burnt, confined to cooking equipment"
14/08/2018,690599,7,181.00,"Abandoned outside rubbish, refuse or waste fire"
14/08/2018,1079664,27,765.00,Alarm activation due to workmen or occupier activities
14/08/2018,690601,8,193.00,Fireworks explosion
14/08/2018,690603,15,321.00,"EMS call, excluding vehicle accident with injury"
14/08/2018,690605,12,447.00,Carbon monoxide incident
14/08/2018,690604,2,172.30,Scrub or bush and grass mixture fire (one hectare or less)
14/08/2018,690606,8,765.00,Alarm activation due to workmen or occupier activities
14/08/2018,690668,14,111.00,Fire damaging structure and contents
14/08/2018,690607,23,139.00,Special structure or outside equipment fire not classified
14/08/2018,690608,9,765.00,Alarm activation due to workmen or occupier activities
14/08/2018,690609,8,415.30,Major fuel or other flammable liquid spill/leak - 201 or more litres
14/08/2018,690613,8,414.30,Minor fuel or other flammable liquid spill/leak - 200 litres or less
14/08/2018,690610,14,321.00,"EMS call, excluding vehicle accident with injury"
14/08/2018,690612,8,151.00,Passenger vehicle fire including buses
14/08/2018,690611,27,609.00,Good intent call not classified
14/08/2018,690615,13,412.00,"Odour or gas, gas leak, (domestic or LPG)"
14/08/2018,690625,27,352.10,Vehicle accident-with injuries
14/08/2018,690614,8,321.00,"EMS call, excluding vehicle accident with injury"
14/08/2018,690618,14,159.00,Vehicle fire not classified
14/08/2018,690616,14,352.10,Vehicle accident-with injuries
14/08/2018,690620,12,156.00,"Camper, caravan or rec. vehicle fire (not on blocks or used as a building)"
14/08/2018,690617,22,412.00,"Odour or gas, gas leak, (domestic or LPG)"
14/08/2018,690623,8,352.00,Vehicle accident-no injuries
14/08/2018,690619,8,121.00,"Foodstuffs burnt, confined to cooking equipment"
14/08/2018,690621,14,751.00,Smoke detector operated-no fire-smoke from other location
14/08/2018,690622,22,767.00,"Alarm activation due to aerosol, hair spray or insecticides"
14/08/2018,690624,2,331.00,Lock-in
14/08/2018,690627,13,352.10,Vehicle accident-with injuries
14/08/2018,690626,16,431.00,"Excessive heat, overheat, scorch burns with no ignition"
14/08/2018,690628,7,513.00,Smoke or odour removal
14/08/2018,690629,2,120.00,Fire in building confined within non-combustible container with no other flame damage; insuff info to classify
14/08/2018,690630,22,179.00,Vegetation or other outside fire (One hectare or less) not classified
14/08/2018,690632,7,414.30,Minor fuel or other flammable liquid spill/leak - 200 litres or less
14/08/2018,690638,2,111.00,Fire damaging structure and contents
14/08/2018,690631,2,331.00,Lock-in
14/08/2018,690633,13,352.10,Vehicle accident-with injuries
14/08/2018,690634,22,321.00,"EMS call, excluding vehicle accident with injury"
14/08/2018,690645,10,351.00,Extrications of victim(s) from mobile property
14/08/2018,690640,11,352.10,Vehicle accident-with injuries
14/08/2018,690636,14,352.10,Vehicle accident-with injuries
14/08/2018,690637,18,NULL,NULL
14/08/2018,690635,8,624.00,Controlled burning
14/08/2018,690648,8,350.00,"Extrication, rescue; insuff info to classify"
14/08/2018,690641,11,173.20,Small grass fire (One hectare or less)
14/08/2018,690643,8,321.00,"EMS call, excluding vehicle accident with injury"
14/08/2018,690651,8,321.00,"EMS call, excluding vehicle accident with injury"
14/08/2018,690639,7,151.00,Passenger vehicle fire including buses
14/08/2018,690646,8,435.00,Power line down
14/08/2018,690649,8,621.00,"Smoke scare, odour of smoke"
14/08/2018,690642,14,709.00,False alarm or false call not classified
14/08/2018,690650,8,352.10,Vehicle accident-with injuries
14/08/2018,690644,12,624.00,Controlled burning
14/08/2018,690652,NULL,523.00,"Mutual aid given, coverage assignment, standby at fire station or move up"
14/08/2018,690647,8,509.00,Other service call not classified (Public Service)
14/08/2018,690653,7,184.00,Dumpster or other outside trash receptacle fire
14/08/2018,690654,8,414.30,Minor fuel or other flammable liquid spill/leak - 200 litres or less
14/08/2018,690661,14,414.30,Minor fuel or other flammable liquid spill/leak - 200 litres or less
14/08/2018,690660,17,352.10,Vehicle accident-with injuries
14/08/2018,690657,8,765.00,Alarm activation due to workmen or occupier activities
14/08/2018,690659,14,321.00,"EMS call, excluding vehicle accident with injury"
14/08/2018,690655,8,764.00,Incorrect test by service or company personnel
14/08/2018,690663,8,352.00,Vehicle accident-no injuries
14/08/2018,690656,8,414.30,Minor fuel or other flammable liquid spill/leak - 200 litres or less
14/08/2018,690664,15,321.00,"EMS call, excluding vehicle accident with injury"
14/08/2018,690662,27,151.00,Passenger vehicle fire including buses
14/08/2018,690665,7,170.00,Vegetation or other outside fire (One hectare or less); insuff info to classify
14/08/2018,690658,8,113.00,Fire damaging contents only
14/08/2018,690667,14,321.00,"EMS call, excluding vehicle accident with injury"
14/08/2018,690666,13,624.00,Controlled burning
14/08/2018,690672,8,111.00,Fire damaging structure and contents
14/08/2018,690671,5,400.00,Hazardous condition; insuff info to classify
14/08/2018,690669,8,622.00,"Steam vapour, fog or dust thought to be smoke"
14/08/2018,690670,23,732.00,Smoke detector malfunction - monitored by fire service
14/08/2018,690675,15,172.30,Scrub or bush and grass mixture fire (one hectare or less)
14/08/2018,690674,8,113.00,Fire damaging contents only
14/08/2018,690673,8,622.00,"Steam vapour, fog or dust thought to be smoke"
14/08/2018,690676,14,151.00,Passenger vehicle fire including buses
14/08/2018,690678,15,172.30,Scrub or bush and grass mixture fire (one hectare or less)
14/08/2018,690677,8,414.30,Minor fuel or other flammable liquid spill/leak - 200 litres or less
14/08/2018,690679,14,138.30,"Outside cooking equipment fire, includes BBQ's, spit roaster, etc. for uncontrolled fires only"
14/08/2018,690685,8,113.00,Fire damaging contents only
14/08/2018,690682,2,621.00,"Smoke scare, odour of smoke"
14/08/2018,690681,18,352.10,Vehicle accident-with injuries
14/08/2018,690680,23,624.00,Controlled burning
14/08/2018,690684,8,181.00,"Abandoned outside rubbish, refuse or waste fire"
14/08/2018,690683,7,756.00,Cooking fumes - toast or foodstuffs etc
14/08/2018,690695,24,351.00,Extrications of victim(s) from mobile property
14/08/2018,690686,7,623.00,Alarm sounded - no evidence of fire
14/08/2018,690690,23,352.10,Vehicle accident-with injuries
14/08/2018,690687,18,179.00,Vegetation or other outside fire (One hectare or less) not classified
14/08/2018,690688,8,436.00,"Arcing, shorted electrical equipment"
14/08/2018,690689,8,509.00,Other service call not classified (Public Service)
