incident_datetime,incident_no,District_no,incident_type_code,incident_type
11/08/2017,643575,24,711.00,"Malicious, mischievous false alarm"
11/08/2017,643578,14,352.00,Vehicle accident-no injuries
11/08/2017,643576,14,0.00,Type of incident undetermined
11/08/2017,643579,23,122.00,Chimney or flue fire - confined
11/08/2017,643580,14,352.00,Vehicle accident-no injuries
11/08/2017,643582,15,624.00,Controlled burning
11/08/2017,643583,13,521.00,Assist police or other governmental agency
11/08/2017,643584,8,122.00,Chimney or flue fire - confined
11/08/2017,643586,15,171.00,Forest or wood fire (one hectare or less)
11/08/2017,643587,9,171.00,Forest or wood fire (one hectare or less)
11/08/2017,643591,12,352.10,Vehicle accident-with injuries
11/08/2017,643595,10,171.00,Forest or wood fire (one hectare or less)
11/08/2017,643590,13,542.00,Animal rescue
11/08/2017,643589,14,624.00,Controlled burning
11/08/2017,643588,8,321.00,"EMS call, excluding vehicle accident with injury"
11/08/2017,643592,22,181.00,"Abandoned outside rubbish, refuse or waste fire"
11/08/2017,643596,14,151.00,Passenger vehicle fire including buses
11/08/2017,643593,8,700.00,False alarm or false call; insuff info to classify
11/08/2017,643594,8,189.00,Outside refuse fire not classified
11/08/2017,643598,14,151.00,Passenger vehicle fire including buses
11/08/2017,643597,8,624.00,Controlled burning
11/08/2017,643599,8,112.00,Fire damaging structure only
11/08/2017,643600,7,111.00,Fire damaging structure and contents
11/08/2017,643601,8,151.00,Passenger vehicle fire including buses
11/08/2017,643608,8,352.10,Vehicle accident-with injuries
11/08/2017,643679,6,113.00,Fire damaging contents only
11/08/2017,643603,13,625.00,"Barbecue, hangi"
11/08/2017,643602,14,765.00,Alarm activation due to workmen or occupier activities
11/08/2017,643606,22,151.00,Passenger vehicle fire including buses
11/08/2017,643604,14,751.00,Smoke detector operated-no fire-smoke from other location
11/08/2017,643605,9,435.00,Power line down
11/08/2017,643609,8,121.00,"Foodstuffs burnt, confined to cooking equipment"
11/08/2017,643607,7,352.10,Vehicle accident-with injuries
12/08/2017,643614,8,181.00,"Abandoned outside rubbish, refuse or waste fire"
12/08/2017,643610,18,113.00,Fire damaging contents only
12/08/2017,643612,13,0.00,Type of incident undetermined
12/08/2017,643611,18,121.00,"Foodstuffs burnt, confined to cooking equipment"
12/08/2017,643613,14,184.00,Dumpster or other outside trash receptacle fire
12/08/2017,643617,2,421.00,"Explosive, bomb removal (for bomb scare use 628)"
12/08/2017,643616,8,735.00,Smoke detector malfunction - privately monitored
12/08/2017,643615,8,113.00,Fire damaging contents only
12/08/2017,643645,15,111.00,Fire damaging structure and contents
12/08/2017,643619,14,732.00,Smoke detector malfunction - monitored by fire service
12/08/2017,643618,8,737.00,Fire indicator panel in normal condition on arrival
12/08/2017,643620,22,711.00,"Malicious, mischievous false alarm"
12/08/2017,643621,13,543.00,Public service
12/08/2017,643622,15,352.10,Vehicle accident-with injuries
12/08/2017,643623,8,700.00,False alarm or false call; insuff info to classify
12/08/2017,643625,8,352.00,Vehicle accident-no injuries
12/08/2017,643624,8,737.00,Fire indicator panel in normal condition on arrival
12/08/2017,643626,27,436.00,"Arcing, shorted electrical equipment"
12/08/2017,643627,NULL,735.00,Smoke detector malfunction - privately monitored
12/08/2017,643629,15,151.00,Passenger vehicle fire including buses
12/08/2017,643628,13,151.00,Passenger vehicle fire including buses
12/08/2017,643631,15,151.00,Passenger vehicle fire including buses
12/08/2017,643630,8,321.00,"EMS call, excluding vehicle accident with injury"
12/08/2017,643634,NULL,523.00,"Mutual aid given, coverage assignment, standby at fire station or move up"
12/08/2017,643632,8,765.00,Alarm activation due to workmen or occupier activities
12/08/2017,643633,14,752.00,Heat detector operated-no fire-heat from other location
12/08/2017,643637,14,411.00,Petrol or other flammable liquid spill
12/08/2017,643636,16,701.00,Manual control point or break glass alarm activated
12/08/2017,643635,10,181.00,"Abandoned outside rubbish, refuse or waste fire"
12/08/2017,643639,8,732.00,Smoke detector malfunction - monitored by fire service
12/08/2017,643638,14,411.00,Petrol or other flammable liquid spill
12/08/2017,643641,15,151.00,Passenger vehicle fire including buses
12/08/2017,643642,15,151.00,Passenger vehicle fire including buses
12/08/2017,643640,5,751.00,Smoke detector operated-no fire-smoke from other location
12/08/2017,643643,7,151.00,Passenger vehicle fire including buses
12/08/2017,643644,2,173.20,Small grass fire (One hectare or less)
12/08/2017,643646,NULL,523.00,"Mutual aid given, coverage assignment, standby at fire station or move up"
12/08/2017,643647,22,181.00,"Abandoned outside rubbish, refuse or waste fire"
12/08/2017,643648,8,352.10,Vehicle accident-with injuries
12/08/2017,643649,14,111.00,Fire damaging structure and contents
12/08/2017,643658,8,352.00,Vehicle accident-no injuries
12/08/2017,643651,8,331.00,Lock-in
12/08/2017,643650,10,624.00,Controlled burning
12/08/2017,643652,5,751.00,Smoke detector operated-no fire-smoke from other location
12/08/2017,643655,8,181.00,"Abandoned outside rubbish, refuse or waste fire"
12/08/2017,643674,10,173.20,Small grass fire (One hectare or less)
12/08/2017,643653,8,171.00,Forest or wood fire (one hectare or less)
12/08/2017,643680,7,542.00,Animal rescue
12/08/2017,643656,14,113.00,Fire damaging contents only
12/08/2017,643654,23,181.00,"Abandoned outside rubbish, refuse or waste fire"
12/08/2017,643657,13,321.00,"EMS call, excluding vehicle accident with injury"
12/08/2017,643660,27,621.00,"Smoke scare, odour of smoke"
12/08/2017,643659,22,181.00,"Abandoned outside rubbish, refuse or waste fire"
12/08/2017,643663,8,412.00,"Odour or gas, gas leak, (domestic or LPG)"
12/08/2017,643661,27,621.00,"Smoke scare, odour of smoke"
12/08/2017,643664,15,621.00,"Smoke scare, odour of smoke"
12/08/2017,643665,8,413.00,Oil or other combustible liquid spill
12/08/2017,643662,14,352.00,Vehicle accident-no injuries
12/08/2017,643667,20,171.00,Forest or wood fire (one hectare or less)
12/08/2017,643666,23,129.00,Fire in building confined within non-combustible container with no other flame damage not classified
12/08/2017,643668,8,621.00,"Smoke scare, odour of smoke"
12/08/2017,643671,2,543.00,Public service
12/08/2017,643669,11,514.00,Unauthorised burning
12/08/2017,643670,8,181.00,"Abandoned outside rubbish, refuse or waste fire"
12/08/2017,643672,13,542.00,Animal rescue
12/08/2017,643673,8,171.00,Forest or wood fire (one hectare or less)
12/08/2017,643678,15,352.00,Vehicle accident-no injuries
12/08/2017,643676,NULL,523.00,"Mutual aid given, coverage assignment, standby at fire station or move up"
12/08/2017,643675,4,412.00,"Odour or gas, gas leak, (domestic or LPG)"
12/08/2017,643681,13,514.00,Unauthorised burning
12/08/2017,643677,22,179.00,Vegetation or other outside fire (One hectare or less) not classified
12/08/2017,643683,13,352.10,Vehicle accident-with injuries
12/08/2017,643687,14,352.00,Vehicle accident-no injuries
12/08/2017,643684,2,129.00,Fire in building confined within non-combustible container with no other flame damage not classified
12/08/2017,643714,8,600.00,Good intent call; insuff info to classify
12/08/2017,643692,6,521.00,Assist police or other governmental agency
12/08/2017,643682,8,621.00,"Smoke scare, odour of smoke"
12/08/2017,643685,11,624.00,Controlled burning
12/08/2017,643696,14,321.00,"EMS call, excluding vehicle accident with injury"
12/08/2017,643686,NULL,523.00,"Mutual aid given, coverage assignment, standby at fire station or move up"
12/08/2017,643689,8,543.00,Public service
12/08/2017,643691,8,152.00,Road or transport vehicle fire
12/08/2017,643688,14,179.00,Vegetation or other outside fire (One hectare or less) not classified
12/08/2017,643768,22,111.00,Fire damaging structure and contents
12/08/2017,643690,8,322.00,Vehicle accident with injuries
12/08/2017,643693,8,321.00,"EMS call, excluding vehicle accident with injury"
12/08/2017,643697,27,181.00,"Abandoned outside rubbish, refuse or waste fire"
12/08/2017,643695,15,350.00,"Extrication, rescue; insuff info to classify"
12/08/2017,643694,8,330.00,Lock in; insuff info to classify
12/08/2017,643704,18,181.00,"Abandoned outside rubbish, refuse or waste fire"
12/08/2017,643710,15,623.00,Alarm sounded - no evidence of fire
12/08/2017,643701,15,352.10,Vehicle accident-with injuries
12/08/2017,643699,8,521.00,Assist police or other governmental agency
12/08/2017,643698,8,609.00,Good intent call not classified
12/08/2017,643700,8,543.00,Public service
12/08/2017,643706,18,624.00,Controlled burning
12/08/2017,643707,13,352.10,Vehicle accident-with injuries
12/08/2017,643702,8,621.00,"Smoke scare, odour of smoke"
12/08/2017,643703,8,170.00,Vegetation or other outside fire (One hectare or less); insuff info to classify
12/08/2017,643709,23,111.00,Fire damaging structure and contents
12/08/2017,643705,8,321.00,"EMS call, excluding vehicle accident with injury"
12/08/2017,643708,13,430.00,Heat related and electrical; insuff info to classify
12/08/2017,643713,2,111.00,Fire damaging structure and contents
12/08/2017,643715,22,352.10,Vehicle accident-with injuries
12/08/2017,643711,NULL,523.00,"Mutual aid given, coverage assignment, standby at fire station or move up"
12/08/2017,643712,8,624.00,Controlled burning
12/08/2017,643716,13,111.00,Fire damaging structure and contents
12/08/2017,643718,8,624.00,Controlled burning
12/08/2017,643717,8,352.00,Vehicle accident-no injuries
12/08/2017,643720,2,352.00,Vehicle accident-no injuries
12/08/2017,643719,7,411.00,Petrol or other flammable liquid spill
12/08/2017,643727,9,151.00,Passenger vehicle fire including buses
12/08/2017,643863,22,113.00,Fire damaging contents only
12/08/2017,643721,18,151.00,Passenger vehicle fire including buses
12/08/2017,643722,27,142.00,"Storage yards including timber yards, tyres etc."
12/08/2017,643725,14,151.00,Passenger vehicle fire including buses
12/08/2017,643724,14,352.00,Vehicle accident-no injuries
12/08/2017,643723,7,181.00,"Abandoned outside rubbish, refuse or waste fire"
12/08/2017,643730,10,108.20,Railway track sleeper fire
12/08/2017,643726,14,352.10,Vehicle accident-with injuries
13/08/2017,643729,14,151.00,Passenger vehicle fire including buses
13/08/2017,643728,7,352.00,Vehicle accident-no injuries
13/08/2017,643732,15,352.00,Vehicle accident-no injuries
13/08/2017,643731,NULL,523.00,"Mutual aid given, coverage assignment, standby at fire station or move up"
13/08/2017,643733,8,625.00,"Barbecue, hangi"
13/08/2017,643735,14,412.00,"Odour or gas, gas leak, (domestic or LPG)"
13/08/2017,643737,8,756.00,Cooking fumes - toast or foodstuffs etc
13/08/2017,643736,14,522.00,Police matter
13/08/2017,643738,22,529.00,"Assist other agencies, not classified"
13/08/2017,643739,8,320.00,EMS; insuff info to classify
13/08/2017,643740,8,435.00,Power line down
13/08/2017,643741,20,352.00,Vehicle accident-no injuries
13/08/2017,643745,9,171.00,Forest or wood fire (one hectare or less)
13/08/2017,643742,20,768.00,"Alarm activation due to steam, sauna, steam room"
13/08/2017,643743,22,352.10,Vehicle accident-with injuries
13/08/2017,643746,7,151.00,Passenger vehicle fire including buses
13/08/2017,643744,13,769.00,Unintentional alarm - not involving a malfunction not classified
13/08/2017,643751,15,352.10,Vehicle accident-with injuries
13/08/2017,643758,2,529.00,"Assist other agencies, not classified"
13/08/2017,643747,22,732.00,Smoke detector malfunction - monitored by fire service
13/08/2017,643755,20,352.10,Vehicle accident-with injuries
13/08/2017,643749,NULL,523.00,"Mutual aid given, coverage assignment, standby at fire station or move up"
13/08/2017,643748,11,732.00,Smoke detector malfunction - monitored by fire service
13/08/2017,643750,22,352.00,Vehicle accident-no injuries
13/08/2017,643753,8,513.00,Smoke or odour removal
13/08/2017,643752,8,352.00,Vehicle accident-no injuries
13/08/2017,643754,14,624.00,Controlled burning
13/08/2017,643756,14,111.00,Fire damaging structure and contents
13/08/2017,643757,5,732.00,Smoke detector malfunction - monitored by fire service
13/08/2017,643759,8,113.00,Fire damaging contents only
13/08/2017,643762,7,751.00,Smoke detector operated-no fire-smoke from other location
13/08/2017,643761,5,700.00,False alarm or false call; insuff info to classify
13/08/2017,643760,8,921.00,Dispatched and cancelled en-route
13/08/2017,643763,7,181.00,"Abandoned outside rubbish, refuse or waste fire"
13/08/2017,643764,18,181.00,"Abandoned outside rubbish, refuse or waste fire"
13/08/2017,643777,8,734.00,Sprinkler malfunction - privately monitored
13/08/2017,643765,15,756.00,Cooking fumes - toast or foodstuffs etc
13/08/2017,643767,NULL,523.00,"Mutual aid given, coverage assignment, standby at fire station or move up"
13/08/2017,643766,8,514.00,Unauthorised burning
13/08/2017,643770,8,624.00,Controlled burning
13/08/2017,643769,7,701.00,Manual control point or break glass alarm activated
13/08/2017,643772,8,181.00,"Abandoned outside rubbish, refuse or waste fire"
13/08/2017,643771,18,625.00,"Barbecue, hangi"
13/08/2017,643773,20,173.20,Small grass fire (One hectare or less)
13/08/2017,643775,27,181.00,"Abandoned outside rubbish, refuse or waste fire"
13/08/2017,643774,9,624.00,Controlled burning
13/08/2017,643776,22,331.00,Lock-in
13/08/2017,643779,12,352.10,Vehicle accident-with injuries
13/08/2017,643778,7,411.00,Petrol or other flammable liquid spill
13/08/2017,643781,8,111.00,Fire damaging structure and contents
13/08/2017,643780,2,171.00,Forest or wood fire (one hectare or less)
13/08/2017,643782,8,352.00,Vehicle accident-no injuries
13/08/2017,643785,14,542.00,Animal rescue
13/08/2017,643783,20,162.00,Scrub or bush and grass mixture fire (more than one hectare)
13/08/2017,643786,8,151.00,Passenger vehicle fire including buses
13/08/2017,643784,7,621.00,"Smoke scare, odour of smoke"
13/08/2017,643787,NULL,523.00,"Mutual aid given, coverage assignment, standby at fire station or move up"
13/08/2017,643865,22,111.00,Fire damaging structure and contents
13/08/2017,643791,8,623.00,Alarm sounded - no evidence of fire
13/08/2017,643789,22,171.00,Forest or wood fire (one hectare or less)
13/08/2017,643792,14,134.00,"Transformer, power or utility vault, utility equipment fire and power pole fire"
13/08/2017,643805,7,113.00,Fire damaging contents only
13/08/2017,643790,6,621.00,"Smoke scare, odour of smoke"
13/08/2017,643793,8,351.00,Extrications of victim(s) from mobile property
13/08/2017,643807,16,359.00,"Extrication, rescue not classified"
13/08/2017,643788,14,624.00,Controlled burning
13/08/2017,643796,18,171.00,Forest or wood fire (one hectare or less)
13/08/2017,643794,12,543.00,Public service
13/08/2017,643795,18,621.00,"Smoke scare, odour of smoke"
13/08/2017,643799,24,621.00,"Smoke scare, odour of smoke"
13/08/2017,643797,13,181.00,"Abandoned outside rubbish, refuse or waste fire"
13/08/2017,643798,14,609.00,Good intent call not classified
13/08/2017,643825,24,357.00,High angle and vertical rescue
13/08/2017,643813,18,111.00,Fire damaging structure and contents
13/08/2017,643800,13,624.00,Controlled burning
13/08/2017,643801,2,179.00,Vegetation or other outside fire (One hectare or less) not classified
13/08/2017,643803,14,732.00,Smoke detector malfunction - monitored by fire service
13/08/2017,643802,8,731.00,Sprinkler malfunction - monitored by fire service
13/08/2017,643804,27,321.00,"EMS call, excluding vehicle accident with injury"
13/08/2017,643808,14,700.00,False alarm or false call; insuff info to classify
13/08/2017,643810,8,352.10,Vehicle accident-with injuries
13/08/2017,643806,7,100.00,Fire or Explosion; insuff info to classify
13/08/2017,643814,8,352.00,Vehicle accident-no injuries
13/08/2017,643811,22,171.00,Forest or wood fire (one hectare or less)
13/08/2017,643816,22,321.00,"EMS call, excluding vehicle accident with injury"
13/08/2017,643809,14,600.00,Good intent call; insuff info to classify
13/08/2017,643812,16,732.00,Smoke detector malfunction - monitored by fire service
13/08/2017,643817,8,151.00,Passenger vehicle fire including buses
13/08/2017,643821,14,352.00,Vehicle accident-no injuries
13/08/2017,643815,8,139.00,Special structure or outside equipment fire not classified
13/08/2017,643818,NULL,523.00,"Mutual aid given, coverage assignment, standby at fire station or move up"
13/08/2017,643830,13,352.00,Vehicle accident-no injuries
13/08/2017,643819,NULL,621.00,"Smoke scare, odour of smoke"
13/08/2017,643822,13,411.00,Petrol or other flammable liquid spill
13/08/2017,643820,13,173.20,Small grass fire (One hectare or less)
13/08/2017,643823,13,411.00,Petrol or other flammable liquid spill
13/08/2017,643824,7,759.00,Simulated condition; not classified above
13/08/2017,643831,22,352.10,Vehicle accident-with injuries
13/08/2017,643828,18,112.00,Fire damaging structure only
13/08/2017,643832,8,352.10,Vehicle accident-with injuries
13/08/2017,643826,NULL,523.00,"Mutual aid given, coverage assignment, standby at fire station or move up"
13/08/2017,643827,NULL,523.00,"Mutual aid given, coverage assignment, standby at fire station or move up"
13/08/2017,643829,8,621.00,"Smoke scare, odour of smoke"
13/08/2017,643834,8,352.10,Vehicle accident-with injuries
13/08/2017,643833,7,171.00,Forest or wood fire (one hectare or less)
14/08/2017,643835,8,135.00,Fence fire
14/08/2017,643836,23,184.00,Dumpster or other outside trash receptacle fire
14/08/2017,643837,8,151.00,Passenger vehicle fire including buses
14/08/2017,643838,7,514.00,Unauthorised burning
14/08/2017,643839,10,151.00,Passenger vehicle fire including buses
14/08/2017,643841,7,151.00,Passenger vehicle fire including buses
14/08/2017,643840,8,151.00,Passenger vehicle fire including buses
14/08/2017,643842,8,113.00,Fire damaging contents only
14/08/2017,643843,8,151.00,Passenger vehicle fire including buses
14/08/2017,643864,NULL,523.00,"Mutual aid given, coverage assignment, standby at fire station or move up"
14/08/2017,643845,8,709.00,False alarm or false call not classified
14/08/2017,643844,8,769.00,Unintentional alarm - not involving a malfunction not classified
14/08/2017,643860,9,163.00,Grass fire (more than one hectare)
14/08/2017,643850,13,352.10,Vehicle accident-with injuries
14/08/2017,643846,8,765.00,Alarm activation due to workmen or occupier activities
14/08/2017,643849,8,232.00,Overpressure rupture of pressure vessel; air or gas
14/08/2017,643852,15,756.00,Cooking fumes - toast or foodstuffs etc
14/08/2017,643848,8,412.00,"Odour or gas, gas leak, (domestic or LPG)"
14/08/2017,643847,15,352.00,Vehicle accident-no injuries
14/08/2017,643854,14,351.00,Extrications of victim(s) from mobile property
14/08/2017,643856,15,352.00,Vehicle accident-no injuries
14/08/2017,643853,8,409.00,Hazardous condition not classified
14/08/2017,643851,8,541.00,Lock out (if lock in use 331)
14/08/2017,643855,15,352.10,Vehicle accident-with injuries
14/08/2017,643858,7,732.00,Smoke detector malfunction - monitored by fire service
14/08/2017,643857,8,321.00,"EMS call, excluding vehicle accident with injury"
14/08/2017,643859,10,352.00,Vehicle accident-no injuries
14/08/2017,643861,8,352.10,Vehicle accident-with injuries
14/08/2017,643862,27,765.00,Alarm activation due to workmen or occupier activities
14/08/2017,643869,8,321.00,"EMS call, excluding vehicle accident with injury"
14/08/2017,643868,8,765.00,Alarm activation due to workmen or occupier activities
14/08/2017,643872,18,181.00,"Abandoned outside rubbish, refuse or waste fire"
14/08/2017,643867,8,171.00,Forest or wood fire (one hectare or less)
14/08/2017,643866,8,921.00,Dispatched and cancelled en-route
14/08/2017,643870,27,321.00,"EMS call, excluding vehicle accident with injury"
14/08/2017,643874,10,171.00,Forest or wood fire (one hectare or less)
14/08/2017,643892,13,212.00,Overpressure rupture of pipe or pipeline; air or gas
14/08/2017,643871,8,120.00,Fire in building confined within non-combustible container with no other flame damage; insuff info to classify
14/08/2017,643873,2,412.00,"Odour or gas, gas leak, (domestic or LPG)"
14/08/2017,643878,22,624.00,Controlled burning
14/08/2017,643876,11,171.00,Forest or wood fire (one hectare or less)
14/08/2017,643875,13,541.00,Lock out (if lock in use 331)
14/08/2017,643881,24,151.00,Passenger vehicle fire including buses
14/08/2017,643877,13,0.00,Type of incident undetermined
14/08/2017,643879,8,173.20,Small grass fire (One hectare or less)
14/08/2017,643882,14,624.00,Controlled burning
14/08/2017,643880,8,624.00,Controlled burning
14/08/2017,643884,15,151.00,Passenger vehicle fire including buses
14/08/2017,643890,15,151.00,Passenger vehicle fire including buses
14/08/2017,1079402,NULL,523.00,"Mutual aid given, coverage assignment, standby at fire station or move up"
14/08/2017,643883,8,189.00,Outside refuse fire not classified
14/08/2017,643889,2,700.00,False alarm or false call; insuff info to classify
14/08/2017,643885,8,181.00,"Abandoned outside rubbish, refuse or waste fire"
14/08/2017,643887,8,411.00,Petrol or other flammable liquid spill
14/08/2017,643891,13,411.00,Petrol or other flammable liquid spill
14/08/2017,643886,20,624.00,Controlled burning
14/08/2017,643888,17,621.00,"Smoke scare, odour of smoke"
14/08/2017,643894,23,736.00,Heat detector malfunction - privately monitored
14/08/2017,643907,20,352.10,Vehicle accident-with injuries
14/08/2017,643893,8,181.00,"Abandoned outside rubbish, refuse or waste fire"
14/08/2017,643895,14,352.10,Vehicle accident-with injuries
14/08/2017,643900,8,181.00,"Abandoned outside rubbish, refuse or waste fire"
14/08/2017,643903,14,522.00,Police matter
14/08/2017,643902,9,621.00,"Smoke scare, odour of smoke"
14/08/2017,643896,8,541.00,Lock out (if lock in use 331)
14/08/2017,643899,NULL,352.00,Vehicle accident-no injuries
14/08/2017,643898,15,732.00,Smoke detector malfunction - monitored by fire service
14/08/2017,643918,24,621.00,"Smoke scare, odour of smoke"
14/08/2017,643908,7,514.00,Unauthorised burning
14/08/2017,643905,8,435.00,Power line down
14/08/2017,643897,8,321.00,"EMS call, excluding vehicle accident with injury"
14/08/2017,643901,24,354.20,"Extrication of victim(s) from mechanical equipment eg industrial, domestic and farm accidents"
14/08/2017,643904,6,765.00,Alarm activation due to workmen or occupier activities
14/08/2017,643906,22,171.00,Forest or wood fire (one hectare or less)
14/08/2017,643909,23,624.00,Controlled burning
14/08/2017,643911,8,352.00,Vehicle accident-no injuries
14/08/2017,643910,22,621.00,"Smoke scare, odour of smoke"
14/08/2017,643912,2,513.00,Smoke or odour removal
14/08/2017,643915,10,419.00,"Combustible/flammable spill, leak not classified"
14/08/2017,643913,18,621.00,"Smoke scare, odour of smoke"
14/08/2017,643917,8,111.00,Fire damaging structure and contents
14/08/2017,643914,14,352.00,Vehicle accident-no injuries
14/08/2017,643919,NULL,523.00,"Mutual aid given, coverage assignment, standby at fire station or move up"
14/08/2017,643916,22,738.00,"Alarm system malfunction - flat battery, fault in wiring, alarm panel, inadequate maintenance"
14/08/2017,643921,5,121.00,"Foodstuffs burnt, confined to cooking equipment"
14/08/2017,643922,14,181.00,"Abandoned outside rubbish, refuse or waste fire"
14/08/2017,643930,4,151.00,Passenger vehicle fire including buses
14/08/2017,643920,8,701.00,Manual control point or break glass alarm activated
14/08/2017,643923,8,321.00,"EMS call, excluding vehicle accident with injury"
14/08/2017,643925,8,624.00,Controlled burning
14/08/2017,643924,14,184.00,Dumpster or other outside trash receptacle fire
14/08/2017,643926,2,733.00,Heat detector malfunction - monitored by fire service
14/08/2017,643928,6,732.00,Smoke detector malfunction - monitored by fire service
14/08/2017,643927,14,701.00,Manual control point or break glass alarm activated
14/08/2017,643929,8,111.00,Fire damaging structure and contents
14/08/2017,643932,14,197.00,Explosion with ensuing fire
14/08/2017,643935,14,151.00,Passenger vehicle fire including buses
14/08/2017,643934,23,624.00,Controlled burning
14/08/2017,643931,13,321.00,"EMS call, excluding vehicle accident with injury"
14/08/2017,643933,13,624.00,Controlled burning
14/08/2017,643936,22,181.00,"Abandoned outside rubbish, refuse or waste fire"
14/08/2017,643937,8,321.00,"EMS call, excluding vehicle accident with injury"
15/08/2017,643940,14,151.00,Passenger vehicle fire including buses
15/08/2017,643938,16,181.00,"Abandoned outside rubbish, refuse or waste fire"
15/08/2017,643939,8,184.00,Dumpster or other outside trash receptacle fire
15/08/2017,643983,10,111.00,Fire damaging structure and contents
15/08/2017,643941,8,179.00,Vegetation or other outside fire (One hectare or less) not classified
15/08/2017,643942,16,171.00,Forest or wood fire (one hectare or less)
15/08/2017,643943,14,442.00,Chemical Spill or leak (if combustible - see 41 series)
15/08/2017,643948,8,184.00,Dumpster or other outside trash receptacle fire
15/08/2017,643945,14,412.00,"Odour or gas, gas leak, (domestic or LPG)"
15/08/2017,643947,13,151.00,Passenger vehicle fire including buses
15/08/2017,643944,8,921.00,Dispatched and cancelled en-route
15/08/2017,643946,NULL,523.00,"Mutual aid given, coverage assignment, standby at fire station or move up"
15/08/2017,643949,14,352.00,Vehicle accident-no injuries
15/08/2017,643950,8,351.00,Extrications of victim(s) from mobile property
15/08/2017,643953,8,151.00,Passenger vehicle fire including buses
15/08/2017,643951,14,921.00,Dispatched and cancelled en-route
15/08/2017,643952,15,706.00,Council or water supply authority caused pressure surge through mains system
15/08/2017,643954,15,413.00,Oil or other combustible liquid spill
15/08/2017,643956,7,151.00,Passenger vehicle fire including buses
15/08/2017,643955,7,751.00,Smoke detector operated-no fire-smoke from other location
15/08/2017,643957,24,735.00,Smoke detector malfunction - privately monitored
15/08/2017,643958,8,352.00,Vehicle accident-no injuries
15/08/2017,643961,14,219.00,Overpressure rupture of pipe or pipeline; not classified
15/08/2017,643962,27,133.00,"Bridge, trestle, overhead elevated structure fire"
15/08/2017,643960,7,621.00,"Smoke scare, odour of smoke"
15/08/2017,643959,8,921.00,Dispatched and cancelled en-route
15/08/2017,643964,8,411.00,Petrol or other flammable liquid spill
15/08/2017,643963,13,321.00,"EMS call, excluding vehicle accident with injury"
15/08/2017,643967,14,139.00,Special structure or outside equipment fire not classified
15/08/2017,643970,13,352.00,Vehicle accident-no injuries
15/08/2017,643965,7,732.00,Smoke detector malfunction - monitored by fire service
15/08/2017,643966,8,435.00,Power line down
15/08/2017,643974,9,352.10,Vehicle accident-with injuries
15/08/2017,643968,8,119.00,Building fire not classified
15/08/2017,643969,8,321.00,"EMS call, excluding vehicle accident with injury"
15/08/2017,643972,22,625.00,"Barbecue, hangi"
15/08/2017,643971,4,742.00,Smoke detector malfunction - local
15/08/2017,643980,11,352.00,Vehicle accident-no injuries
15/08/2017,643973,8,331.00,Lock-in
15/08/2017,643975,13,321.00,"EMS call, excluding vehicle accident with injury"
15/08/2017,643977,14,436.00,"Arcing, shorted electrical equipment"
15/08/2017,643976,15,709.00,False alarm or false call not classified
15/08/2017,643978,9,352.10,Vehicle accident-with injuries
15/08/2017,643979,8,921.00,Dispatched and cancelled en-route
15/08/2017,643981,14,352.00,Vehicle accident-no injuries
15/08/2017,643982,20,621.00,"Smoke scare, odour of smoke"
15/08/2017,643988,15,751.00,Smoke detector operated-no fire-smoke from other location
15/08/2017,643984,13,321.00,"EMS call, excluding vehicle accident with injury"
15/08/2017,643985,2,350.00,"Extrication, rescue; insuff info to classify"
15/08/2017,643987,22,181.00,"Abandoned outside rubbish, refuse or waste fire"
15/08/2017,643986,5,758.00,"Simulated condition - caused by incense, candles, sparklers, smoke machine etc"
15/08/2017,643990,2,352.10,Vehicle accident-with injuries
15/08/2017,643989,8,623.00,Alarm sounded - no evidence of fire
15/08/2017,643991,13,621.00,"Smoke scare, odour of smoke"
15/08/2017,643998,12,151.00,Passenger vehicle fire including buses
15/08/2017,643994,7,732.00,Smoke detector malfunction - monitored by fire service
15/08/2017,643992,2,732.00,Smoke detector malfunction - monitored by fire service
15/08/2017,643995,22,621.00,"Smoke scare, odour of smoke"
15/08/2017,643993,2,621.00,"Smoke scare, odour of smoke"
15/08/2017,643996,14,352.00,Vehicle accident-no injuries
15/08/2017,643997,14,411.00,Petrol or other flammable liquid spill
15/08/2017,643999,13,321.00,"EMS call, excluding vehicle accident with injury"
15/08/2017,644001,22,700.00,False alarm or false call; insuff info to classify
15/08/2017,644005,7,625.00,"Barbecue, hangi"
15/08/2017,644018,8,111.00,Fire damaging structure and contents
15/08/2017,644000,8,321.00,"EMS call, excluding vehicle accident with injury"
15/08/2017,644057,8,111.00,Fire damaging structure and contents
15/08/2017,644002,8,352.00,Vehicle accident-no injuries
15/08/2017,644003,8,735.00,Smoke detector malfunction - privately monitored
15/08/2017,644006,14,358.00,Extrication of victim(s) from building
15/08/2017,644004,13,624.00,Controlled burning
15/08/2017,644007,9,624.00,Controlled burning
15/08/2017,644045,22,765.00,Alarm activation due to workmen or occupier activities
15/08/2017,644010,17,129.00,Fire in building confined within non-combustible container with no other flame damage not classified
15/08/2017,644026,5,352.10,Vehicle accident-with injuries
15/08/2017,644009,8,321.00,"EMS call, excluding vehicle accident with injury"
15/08/2017,644011,22,436.00,"Arcing, shorted electrical equipment"
15/08/2017,644013,24,352.00,Vehicle accident-no injuries
15/08/2017,644014,14,122.00,Chimney or flue fire - confined
15/08/2017,644012,13,352.10,Vehicle accident-with injuries
